battery_id,battery_formula,framework_formula,formula_charge,formula_discharge,working_ion,average_voltage,capacity_grav,capacity_vol,energy_grav,energy_vol,max_delta_volume,stability_charge,stability_discharge,num_steps,nelements,chemsys,elements,id_charge,id_discharge,material_ids,warnings
BAT_00372,Li0-1Cr2P3O11,Cr2P3O11,Cr2P3O11,LiCr2P3O11,Li,4.01718268333335,70.5584580912052,229.83141712235266,283.44621600669143,923.274788949879,0.034496695401371,0.016253660156252,0.049659734117632005,1,3,Cr-O-P,"Cr,P,O",mp-25818,mp-25817,"mp-25818,mp-25817",
BAT_00373,Li0-1Cr4P7O24,Cr4P7O24,Cr4P7O24,LiCr4P7O24,Li,4.064203288333378,32.85593117732143,99.57101419129069,133.53318353212492,404.6768432989331,0.010238602187449,0.019890430642865,0.034258371805556,1,3,Cr-O-P,"Cr,P,O",mp-585323,mp-1101527,"mp-585323,mp-1101527,mp-705154",
BAT_00374,Li0-1CrPO4,CrPO4,CrPO4,LiCrPO4,Li,2.403661015833333,174.13910058671036,590.0238420491671,418.5713674125552,1418.2173075457872,0.155963442498414,0.016958746666666,0.017255488482132,1,3,Cr-O-P,"Cr,P,O",mp-18906,mp-26317,"mp-18906,mp-26317",
BAT_00375,Li0-1CrP2O7,CrP2O7,CrP2O7,LiCrP2O7,Li,5.2703603833333315,115.08687885832727,356.6495544579352,606.5493269764103,1879.671682548585,0.025945099195064002,0.09328791625000801,0.023987125454544,1,3,Cr-O-P,"Cr,P,O",mp-540267,mp-26435,"mp-540267,mp-26435",
BAT_00376,Li0-1CrP2O7,CrP2O7,CrP2O7,LiCrP2O7,Li,4.725379695833316,115.08687885832727,337.4424760164823,543.8292006139682,1594.543824680006,0.034961011737300006,0.026424071750008,0.012745511136364001,1,3,Cr-O-P,"Cr,P,O",mp-26458,mp-1101520,"mp-26458,mp-1101520,mp-705291",
BAT_00377,Li1-3Cr2(PO4)3,Cr2(PO4)3,LiCr2(PO4)3,Li3Cr2(PO4)3,Li,4.124801530833328,130.82531349913754,397.73905665364913,539.6284533929926,1640.5946697571758,0.014170491329030001,0.034257522777786,0.0361631665,1,3,Cr-O-P,"Cr,P,O",mp-1101602,mp-25837,"mp-1101602,mp-25837",More than one working ion per transition metal
BAT_00378,Li0-2Cr3(P2O7)2,Cr3(P2O7)2,Cr3(P2O7)2,Li2Cr3(P2O7)2,Li,3.444103373333338,103.52919936233822,319.15946012125426,356.5652647623288,1099.218173234859,0.07046611075435401,0.10919568190477001,0.034991623695643,1,3,Cr-O-P,"Cr,P,O",mp-1172917,mp-697855,"mp-1172917,mp-697855",
BAT_00379,Li0-1Cr(PO4)2,Cr(PO4)2,Cr(PO4)2,LiCr(PO4)2,Li,5.273146070833325,107.68844462604527,299.8480983606607,567.8568986539826,1581.142821717362,0.030189224207825,0.15208694977273302,0.083429164791671,1,3,Cr-O-P,"Cr,P,O",mp-697815,mp-697692,"mp-697815,mp-697692",
BAT_00380,Li0-2Cr(PO3)4,Cr(PO3)4,Cr(PO3)4,Li2Cr(PO3)4,Li,4.244246139583329,140.40791896590994,393.84893413274887,595.9257680379922,1671.5918182719283,0.022332239426021003,0.08360082470588401,0.028201737961483002,2,3,Cr-O-P,"Cr,P,O",mp-1178438,mp-697850,"mp-1178438,mp-1172915,mp-697850",More than one working ion per transition metal
BAT_00381,Li0-2Cr(PO3)5,Cr(PO3)5,Cr(PO3)5,Li2Cr(PO3)5,Li,5.379477678333336,116.34154934359054,283.5148983718379,625.8567677565617,1525.1620672662461,0.010844300698721,0.086211758809526,0.043960302318843,2,3,Cr-O-P,"Cr,P,O",mp-705019,mp-704942,"mp-705019,mp-705030,mp-704942",More than one working ion per transition metal
BAT_00382,Li0-2Cr(PO3)5,Cr(PO3)5,Cr(PO3)5,Li2Cr(PO3)5,Li,5.545836435833327,116.34154934359054,293.84411422899865,645.2112033509853,1629.611395146351,0.010035331494701,0.090196938809525,0.033132966014495,1,3,Cr-O-P,"Cr,P,O",mp-705300,mp-1101550,"mp-705300,mp-1101550",More than one working ion per transition metal
BAT_00383,Li2-3Cr(PO4)2,Cr(PO4)2,Li2Cr(PO4)2,Li3Cr(PO4)2,Li,4.60104921333333,101.99914408176696,322.12400318662634,469.3030816380869,1482.1083914576102,0.010160537700989,0.07134143430402501,0.029129117321430004,1,3,Cr-O-P,"Cr,P,O",mp-540287,mp-26481,"mp-540287,mp-26481",More than one working ion per transition metal
BAT_00384,Li3-5Cr2P5O18,Cr2P5O18,Li3Cr2P5O18,Li5Cr2P5O18,Li,6.048912540833324,92.17175148465746,282.0348067662554,557.5388634661172,1706.0038795999055,0.016085122845783003,3.167313049434518,2.8378509345,1,3,Cr-O-P,"Cr,P,O",mp-935737,mp-725039,"mp-935737,mp-725039",More than one working ion per transition metal
BAT_00385,Li0-1CrP2O7,CrP2O7,CrP2O7,LiCrP2O7,Li,4.873876513333333,115.08687885832727,333.7998664012993,560.9192358604398,1626.899329007097,0.033254990155345006,0.082192698500008,0.049944552045453006,1,3,Cr-O-P,"Cr,P,O",mp-704959,mp-705001,"mp-704959,mp-705001",
BAT_00386,Li1-3Cr2(PO4)3,Cr2(PO4)3,LiCr2(PO4)3,Li3Cr2(PO4)3,Li,4.419891930833335,130.82531349913754,439.9303672108524,578.2337474835794,1944.4446801637923,0.0121701698822,0.075279623055564,0.04357401675000001,1,3,Cr-O-P,"Cr,P,O",mp-31677,mp-26489,"mp-31677,mp-26489",More than one working ion per transition metal
BAT_00387,Li0-1CrP2O7,CrP2O7,CrP2O7,LiCrP2O7,Li,4.636678618333325,115.08687885832727,355.7550831676373,533.6208704531236,1649.5219874867776,0.063385903399548,0.033240590750009,0.027006080909091002,1,3,Cr-O-P,"Cr,P,O",mp-26494,mp-26493,"mp-26494,mp-26493",
BAT_00388,Li0-3Cr2(PO4)3,Cr2(PO4)3,Cr2(PO4)3,Li3Cr2(PO4)3,Li,4.668038734999995,196.23797024870632,579.3262972415286,916.0464463987378,2704.317595727576,0.046967077392461004,0.061561507205885005,0.0,2,3,Cr-O-P,"Cr,P,O",mp-26610,mp-780606,"mp-26610,mp-26316,mp-26548,mp-1101532,mp-26609,mp-25838,mp-697757,mp-31665,mp-1247735,mp-867962,mp-766399,mp-777909,mp-850906,mp-780606,mp-697753,mp-26971,mp-26705,mp-31729,mp-774463",More than one working ion per transition metal
BAT_00389,Li0-1Cr2(PO3)5,Cr2(PO3)5,Cr2(PO3)5,LiCr2(PO3)5,Li,3.330665333333319,52.98903032559483,144.94027942540438,176.48872635240667,482.74756408583886,0.035688615719197,0.079087550118194,0.049214926099057005,1,3,Cr-O-P,"Cr,P,O",mp-881272,mp-25861,"mp-881272,mp-25861",
BAT_00390,Li2-3Cr(PO4)2,Cr(PO4)2,Li2Cr(PO4)2,Li3Cr(PO4)2,Li,4.462743378333333,101.99914408176696,316.8269303577481,455.1960048465731,1413.9172855317165,0.018753725560113,0.062512774304025,0.030810064107144004,1,3,Cr-O-P,"Cr,P,O",mp-26618,mp-26617,"mp-26618,mp-26617",More than one working ion per transition metal
BAT_00391,Li1-3Cr2(PO4)3,Cr2(PO4)3,LiCr2(PO4)3,Li3Cr2(PO4)3,Li,4.868894020833328,130.82531349913754,390.7602776288491,636.9745866695964,1902.5703793262746,0.018021932167650002,0.11369472597223002,0.033247400375,2,3,Cr-O-P,"Cr,P,O",mp-697813,mp-26605,"mp-697813,mp-1177714,mp-26605,mp-779336",More than one working ion per transition metal
BAT_00392,Li0-1CrP2O7,CrP2O7,CrP2O7,LiCrP2O7,Li,4.769492360833344,115.08687885832727,366.07041084539696,548.9059895469444,1745.9700280542445,0.008538054029548001,0.054691654500009006,0.034433071363635,1,3,Cr-O-P,"Cr,P,O",mp-26572,mp-26571,"mp-26572,mp-26571",
BAT_00393,Li0-1CrPO4,CrPO4,CrPO4,LiCrPO4,Li,2.921560348333334,174.13910058671036,571.3765439985596,508.7578913685631,1669.3110549139285,0.21787731205430802,0.11621026625000001,0.028342600624990003,1,3,Cr-O-P,"Cr,P,O",mp-26580,mp-26579,"mp-26580,mp-26579",
BAT_00394,Li0-1Cr(PO3)4,Cr(PO3)4,Cr(PO3)4,LiCr(PO3)4,Li,5.179941748333339,71.50399483378008,168.12255487708333,370.38652801210884,870.8650408442667,0.00385995161381,0.05881096000000301,0.044424569953708005,1,3,Cr-O-P,"Cr,P,O",mp-31745,mp-26669,"mp-31745,mp-26669",
BAT_00395,Li3-5Cr2P5O18,Cr2P5O18,Li3Cr2P5O18,Li5Cr2P5O18,Li,5.039170618333334,92.17175148465746,279.472698734944,464.4691819218078,1408.3106120914533,0.0013117934237170002,0.09151383872023201,0.034421132666667,1,3,Cr-O-P,"Cr,P,O",mp-26684,mp-26683,"mp-26684,mp-26683",More than one working ion per transition metal
BAT_00396,Li1-3Cr2(PO4)3,Cr2(PO4)3,LiCr2(PO4)3,Li3Cr2(PO4)3,Li,4.745998995833338,130.82531349913754,441.0128546333961,620.8968064964884,2093.0465652396915,0.036947269162228,0.101774119027787,0.034808356624999,2,3,Cr-O-P,"Cr,P,O",mp-26740,mp-26739,"mp-26740,mp-766400,mp-26739",More than one working ion per transition metal
BAT_00397,Li0-1CrP2O7,CrP2O7,CrP2O7,LiCrP2O7,Li,4.855683173333323,115.08687885832727,336.3449489425546,558.8254211438302,1633.184509016018,0.026278471304838003,0.025434357250008,0.0,1,3,Cr-O-P,"Cr,P,O",mp-26974,mp-19103,"mp-26974,mp-19103",
BAT_00398,Li1-2CrP2O7,CrP2O7,LiCrP2O7,Li2CrP2O7,Li,4.397781578333341,111.75599201414086,311.4213151441853,491.47844294815667,1369.5629228414402,0.054549132608374004,0.204268931590909,0.028816361874999002,1,3,Cr-O-P,"Cr,P,O",mp-31691,mp-26771,"mp-31691,mp-26771,mp-1101604",More than one working ion per transition metal
BAT_00399,Li1-2CrP2O7,CrP2O7,LiCrP2O7,Li2CrP2O7,Li,3.376979578333338,111.75599201414086,319.96775706344386,377.3977027881373,1080.5245813283725,0.011914712433187001,0.12038984250000001,0.036994030208333,1,3,Cr-O-P,"Cr,P,O",mp-705361,mp-26751,"mp-705361,mp-26751",More than one working ion per transition metal
BAT_00400,Li0-1CrP2O7,CrP2O7,CrP2O7,LiCrP2O7,Li,5.508993368333339,115.08687885832727,360.9736298040879,634.0128524127073,1988.6013327339342,0.011836631803863,0.133356000500008,0.038718748863635,1,3,Cr-O-P,"Cr,P,O",mp-26778,mp-1568351,"mp-26778,mp-1568351,mp-26777,mp-1101597",
BAT_00401,Li0-1Cr(PO3)4,Cr(PO3)4,Cr(PO3)4,LiCr(PO3)4,Li,5.227604518333326,71.50399483378008,172.0959992173952,373.79460647195157,899.6498230959436,0.009890282828437002,0.055755734117649,0.038891147175929,1,3,Cr-O-P,"Cr,P,O",mp-540424,mp-26829,"mp-540424,mp-26829",
BAT_00402,Li0-1Cr4(PO4)3,Cr4(PO4)3,Cr4(PO4)3,LiCr4(PO4)3,Li,2.233531908333337,53.62017586854651,178.85723276332007,119.76237373284387,399.48333641307823,0.045918309190742,0.033639047368421,0.041265836124999004,1,3,Cr-O-P,"Cr,P,O",mp-26840,mp-697664,"mp-26840,mp-697664",
BAT_00403,Li1-3Cr2(PO4)3,Cr2(PO4)3,LiCr2(PO4)3,Li3Cr2(PO4)3,Li,4.779084660833338,130.82531349913754,425.7591431057006,625.2252489924409,2034.738990026,0.03493353739341,0.108670820277787,0.037706821249999,2,3,Cr-O-P,"Cr,P,O",mp-26870,mp-26869,"mp-26870,mp-766383,mp-766398,mp-26869",More than one working ion per transition metal
BAT_00404,Li0-1Cr(PO3)3,Cr(PO3)3,Cr(PO3)3,LiCr(PO3)3,Li,2.177492603333324,90.59053791454345,243.64698969167915,197.26022624090547,530.5395178780622,0.0029613047911570003,0.023662469230769003,0.053816649257251006,1,3,Cr-O-P,"Cr,P,O",mp-584637,mp-540456,"mp-584637,mp-26910,mp-540456",
BAT_00405,Li0-1CrPO4,CrPO4,CrPO4,LiCrPO4,Li,3.45681235166666,174.13910058671038,556.5370817217117,601.9661938162634,1923.8442582561306,0.073896416419236,0.22320619527777702,0.043588825029751005,1,3,Cr-O-P,"Cr,P,O",mp-504335,mp-26881,"mp-504335,mp-26881",
BAT_00406,Li0-1CrP2O7,CrP2O7,CrP2O7,LiCrP2O7,Li,5.29517127583333,115.08687885832727,378.7684753004316,609.4047351559248,2005.6439506020315,0.00876612376231,0.11746129800000901,0.043707391363636,1,3,Cr-O-P,"Cr,P,O",mp-26854,mp-26853,"mp-26854,mp-26853",
BAT_00407,Li0-1Cr(PO3)4,Cr(PO3)4,Cr(PO3)4,LiCr(PO3)4,Li,5.676510653333314,71.50399483378008,205.2273511437526,405.8931884298429,1164.9752451228885,0.018926944344200003,0.08478343411765,0.041366967453708006,1,3,Cr-O-P,"Cr,P,O",mp-26908,mp-26907,"mp-26908,mp-26907",
BAT_00408,Li0-1Cr4(PO4)3,Cr4(PO4)3,Cr4(PO4)3,LiCr4(PO4)3,Li,3.740704845833339,53.62017586854651,186.45116023663522,200.57725170590783,697.4587586084298,0.011391693363519001,0.069526216578948,0.0,1,3,Cr-O-P,"Cr,P,O",mp-504357,mp-26967,"mp-504357,mp-26967",
BAT_00409,Li0-1Cr4(PO4)3,Cr4(PO4)3,Cr4(PO4)3,LiCr4(PO4)3,Li,2.6409069533333183,53.62017586854651,171.192266325996,141.60589529019987,452.1028464972121,0.009439817808517001,0.041168973947367,0.028050514125000002,1,3,Cr-O-P,"Cr,P,O",mp-26914,mp-26913,"mp-26914,mp-26913",
BAT_00410,Li3-4CrP2O9,CrP2O9,Li3CrP2O9,Li4CrP2O9,Li,4.536536193333338,93.8091442556075,256.26886574402573,425.56857818119164,1162.5729846722547,0.016392488795217,0.070878562095239,0.042060777991073,1,3,Cr-O-P,"Cr,P,O",mp-504343,mp-26911,"mp-504343,mp-26911",More than one working ion per transition metal
BAT_00411,Li0-1CrPO4,CrPO4,CrPO4,LiCrPO4,Li,2.718822045833332,174.13910058671036,573.181038492864,473.45322571673626,1558.3772437080424,0.160204838478015,0.055232768749999,0.005038788839275,1,3,Cr-O-P,"Cr,P,O",mp-25452,mp-25447,"mp-25452,mp-25447,mp-1666120",
BAT_00412,Li0-1CrPO5,CrPO5,CrPO5,LiCrPO5,Li,4.210486925833327,157.7412653533589,533.4128047199624,664.1675354347232,2245.9276403454874,0.061762029696972004,0.047736897857141004,0.056907491499992004,1,3,Cr-O-P,"Cr,P,O",mp-26924,mp-26923,"mp-26924,mp-26923,mp-1244518",
BAT_00413,Li1-2CrP2O7,CrP2O7,LiCrP2O7,Li2CrP2O7,Li,4.350243368333342,111.75599201414086,280.20902452935945,486.16576313103025,1218.9774507060008,0.01311852857386,0.168511245000001,0.0,1,3,Cr-O-P,"Cr,P,O",mp-540482,mp-26965,"mp-540482,mp-697789,mp-26965,mp-689934",More than one working ion per transition metal
BAT_00414,Li0-4Cr2(PO4)3,Cr2(PO4)3,Cr2(PO4)3,Li4Cr2(PO4)3,Li,3.889024805208333,257.29198405440303,733.9707831085583,1000.6149081688403,2854.430581807369,0.14238879433899101,0.062883002352944,0.042042688690488,3,3,Cr-O-P,"Cr,P,O",mp-504291,mp-760100,"mp-504291,mp-26500,mp-26046,mp-26080,mp-766571,mp-26045,mp-26079,mp-775597,mp-760100",More than one working ion per transition metal
BAT_00415,Li6-9Cr3P8O29,Cr3P8O29,Li6Cr3P8O29,Li9Cr3P8O29,Li,4.9263211299999865,86.4350147617597,232.1136755174492,425.8066395927175,1143.4665042635704,0.016789182420047,0.043501051721020007,0.0,1,3,Cr-O-P,"Cr,P,O",mp-26976,mp-26975,"mp-26976,mp-26975",More than one working ion per transition metal
BAT_00416,Li0-1Cr(PO3)3,Cr(PO3)3,Cr(PO3)3,LiCr(PO3)3,Li,3.560388010833326,90.59053791454345,242.50574402405613,322.53746508588233,863.414543581465,0.063903983430703,0.09255920461538501,0.019013945864394,1,3,Cr-O-P,"Cr,P,O",mp-31690,mp-26063,"mp-31690,mp-26063",
BAT_00417,Li0-1CrP2O7,CrP2O7,CrP2O7,LiCrP2O7,Li,5.046225483333335,115.08687885832727,381.66728596276477,580.7543408921874,1925.9791845799748,0.005562180639452001,0.06632344525000901,0.019849869999998,1,3,Cr-O-P,"Cr,P,O",mp-27036,mp-27035,"mp-27036,mp-27035",
BAT_00418,Li0-1CrPO4,CrPO4,CrPO4,LiCrPO4,Li,2.958391203333332,174.13910058671036,582.4072670367641,515.1715833321023,1722.98853555897,0.069966750373084,0.11939688583333301,0.025812438124989002,1,3,Cr-O-P,"Cr,P,O",mp-27042,mp-27041,"mp-27042,mp-27041",
BAT_00419,Li0-7Cr4P9O32,Cr4P9O32,Cr4P9O32,Li7Cr4P9O32,Li,4.786344701904768,179.134432805142,520.3322033612103,857.3991433856071,2490.489284788363,0.030358460300070004,0.10872922038888601,0.050318690480762006,2,3,Cr-O-P,"Cr,P,O",mp-504406,mp-27077,"mp-504406,mp-705371,mp-27077",More than one working ion per transition metal
BAT_00420,Li0-3Cr2P5O16,Cr2P5O16,Cr2P5O16,Li3Cr2P5O16,Li,3.081063499999994,150.09946701783213,412.09823685672256,462.46598919809554,1269.7008359936003,0.030668434074926,0.016476176195649003,0.036711203108984,2,3,Cr-O-P,"Cr,P,O",mp-26134,mp-26425,"mp-26134,mp-26133,mp-26425",More than one working ion per transition metal
BAT_00421,Li0-1Cr2P3O13,Cr2P3O13,Cr2P3O13,LiCr2P3O13,Li,4.576399585833319,65.07635500401693,193.41648455455226,297.8154040879251,885.1511198087895,0.022476310940095,0.09308622499999501,0.089499582368412,1,3,Cr-O-P,"Cr,P,O",mp-27100,mp-705400,"mp-27100,mp-705400",
BAT_00422,Li0-1Cr2P3O10,Cr2P3O10,Cr2P3O10,LiCr2P3O10,Li,3.182670688333336,73.66110393919267,233.59037462371037,234.43903637754374,743.4412383916862,0.050556206098506,0.057085145999993,0.027864229263393003,1,3,Cr-O-P,"Cr,P,O",mp-26116,mp-585354,"mp-26116,mp-585354",
BAT_00423,Li0-1Cr(PO3)3,Cr(PO3)3,Cr(PO3)3,LiCr(PO3)3,Li,2.827416993333334,90.59053791454345,267.47707283804056,256.13722633478784,756.2692210693339,0.027992703859034,0.040550254038462005,0.023074993007251,1,3,Cr-O-P,"Cr,P,O",mp-26112,mp-26111,"mp-26112,mp-26111",
BAT_00424,Li0-1CrPO4,CrPO4,CrPO4,LiCrPO4,Li,2.4006511183333332,174.13910058671036,585.2833653040996,418.04722656904704,1405.0611654591835,0.14444644767207201,0.0222367875,0.022209508839275003,1,3,Cr-O-P,"Cr,P,O",mp-764345,mp-756865,"mp-764345,mp-753918,mp-756865",
BAT_00425,Li1-2CrP4O13,CrP4O13,LiCrP4O13,Li2CrP4O13,Li,5.183528413333339,67.38013072311138,171.00005921909224,349.2668220973625,886.3836656438482,0.07266632761457001,0.09624796995614,0.054148234937493,1,3,Cr-O-P,"Cr,P,O",mp-1101523,mp-31739,"mp-1101523,mp-705085,mp-31739",More than one working ion per transition metal
BAT_00426,Li0-1CrP2O7,CrP2O7,CrP2O7,LiCrP2O7,Li,5.025058953333318,115.08687885832727,365.11390540595727,578.3183510182245,1834.7188993466998,0.029943903739477,0.056141707250009006,0.012517974545454,1,3,Cr-O-P,"Cr,P,O",mp-26140,mp-26139,"mp-26140,mp-26139",
BAT_00427,Li2-3Cr(PO4)2,Cr(PO4)2,Li2Cr(PO4)2,Li3Cr(PO4)2,Li,4.642824145833335,101.99914408176696,319.00911896127053,473.5640889971609,1481.1032402544056,0.0036075250110210004,0.071450639880947,0.026246598750001,1,3,Cr-O-P,"Cr,P,O",mp-697774,mp-31723,"mp-697774,mp-31723",More than one working ion per transition metal
BAT_00428,Li0.5-1CrPO4,CrPO4,LiCr2(PO4)2,LiCrPO4,Li,2.8910217983333313,87.06955029335518,285.9592268090545,251.71996786917012,826.7143581395217,0.003182303805385,0.076716595961531,0.033022253839275005,1,3,Cr-O-P,"Cr,P,O",mp-753873,mp-504313,"mp-753873,mp-504313",
BAT_00429,Li0.5-1CrPO4,CrPO4,LiCr2(PO4)2,LiCrPO4,Li,3.023021308333331,87.06955029335518,244.70026829714294,263.21310584381337,739.7341252171462,0.06776590993888901,0.11108995788460801,0.05551183919641801,1,3,Cr-O-P,"Cr,P,O",mp-753999,mp-757040,"mp-753999,mp-757040",
BAT_00430,Li0-1CrPO5,CrPO5,CrPO5,LiCrPO5,Li,4.450076668333328,157.7412653533589,518.4644400653488,701.9607245823588,2307.2065080953116,0.040235146566676004,0.059409105714284004,0.037171955562492004,1,3,Cr-O-P,"Cr,P,O",mp-1046724,mp-540292,"mp-1046724,mp-766397,mp-540292",
BAT_00431,Li0-2Cr3(P2O7)2,Cr3(P2O7)2,Cr3(P2O7)2,Li2Cr3(P2O7)2,Li,2.743773183333322,103.52919936233822,324.9161038625692,284.0606409023529,891.4960926112617,0.05583151312108701,0.037556785952389,0.030480474347818004,1,3,Cr-O-P,"Cr,P,O",mp-26218,mp-540179,"mp-26218,mp-540179",
BAT_00432,Li0-1Cr6P7O24,Cr6P7O24,Cr6P7O24,LiCr6P7O24,Li,2.734278973333294,29.14092846196294,94.74174914908741,79.679427956955,259.05037259516723,0.030469396083528003,0.021125384189188003,0.021567931795102,1,3,Cr-O-P,"Cr,P,O",mp-504359,mp-504358,"mp-504359,mp-504358",
BAT_00433,Li0-2Cr5(PO4)4,Cr5(PO4)4,Cr5(PO4)4,Li2Cr5(PO4)4,Li,2.260967883333326,81.99331631512483,264.2701009796809,185.38425483648768,597.5062108403135,0.06494164473760601,0.007169627000019001,0.01850772571759,1,3,Cr-O-P,"Cr,P,O",mp-504336,mp-1101544,"mp-504336,mp-1101544,mp-697796",
BAT_00434,Li0-3Cr3(PO4)4,Cr3(PO4)4,Cr3(PO4)4,Li3Cr3(PO4)4,Li,4.87632506333333,144.43131511896615,420.41370330295473,704.2940418448088,2050.0738783849806,0.031299266559578,0.093319352500002,0.018320069230761002,1,3,Cr-O-P,"Cr,P,O",mp-695952,mp-26205,"mp-695952,mp-26205",
BAT_00435,Li0-1Cr2P2O9,Cr2P2O9,Cr2P2O9,LiCr2P2O9,Li,5.052966770833327,84.5805246272944,266.219002276022,427.3825804013684,1345.195772265141,0.015574628281103002,0.073730495000001,0.022310733392863002,1,3,Cr-O-P,"Cr,P,O",mp-1040982,mp-1013922,"mp-1040982,mp-1013922",
BAT_00436,Li0.5-1CrPO4,CrPO4,LiCr2(PO4)2,LiCrPO4,Li,2.922433528333333,87.06955029335518,254.15740619821906,254.4549730742066,742.7581253479095,0.023363801631371,0.087904649038456,0.041167465267847,1,3,Cr-O-P,"Cr,P,O",mp-753886,mp-540462,"mp-753886,mp-540462",
BAT_00437,Li0-3Cr3(PO4)4,Cr3(PO4)4,Cr3(PO4)4,Li3Cr3(PO4)4,Li,5.105570794444441,144.43131511896615,439.01400793201327,737.4043042745955,2241.4170972496872,0.019846962139290002,0.131714665688408,0.025833723461531,1,3,Cr-O-P,"Cr,P,O",mp-705409,mp-26289,"mp-705409,mp-26289",
BAT_00438,Li0-1Cr(PO3)4,Cr(PO3)4,Cr(PO3)4,LiCr(PO3)4,Li,5.860501283333325,71.50399483378008,203.42640142538596,419.04925348682764,1192.1806866173545,0.004580608984434,0.075151162352943,0.022048120231485002,1,3,Cr-O-P,"Cr,P,O",mp-687212,mp-26279,"mp-687212,mp-26279",
BAT_00439,Li2-3Cr(PO3)8,Cr(PO3)8,Li2Cr(PO3)8,Li3Cr(PO3)8,Li,5.7911895133332845,38.038148021411004,101.47765922540577,220.2861239282146,587.6763559437785,0.017745765829138,0.07701436023809201,0.052336410625002,1,3,Cr-O-P,"Cr,P,O",mp-540219,mp-26329,"mp-540219,mp-26329",More than one working ion per transition metal
BAT_00440,Li0.5-1CrPO4,CrPO4,LiCr2(PO4)2,LiCrPO4,Li,3.046695470000007,87.06955029335519,264.13372224265606,265.2744044537031,804.7350150309404,0.007083152246051,0.102867766602558,0.046185935744037,1,3,Cr-O-P,"Cr,P,O",mp-766412,mp-757829,"mp-766412,mp-757829",
BAT_00441,Li0-1Cr(PO3)4,Cr(PO3)4,Cr(PO3)4,LiCr(PO3)4,Li,5.865637343333337,71.50399483378008,179.80883191190432,419.4165022945345,1054.693399123613,0.005031146113951001,0.074582443235297,0.021225659953707003,1,3,Cr-O-P,"Cr,P,O",mp-26356,mp-26355,"mp-26356,mp-26355",
BAT_00442,Li0-3Cr3(PO4)4,Cr3(PO4)4,Cr3(PO4)4,Li3Cr3(PO4)4,Li,5.050816038333338,144.43131511896615,438.68049853817786,729.4960028404505,2215.694497720693,0.016235953085667002,0.126986599021742,0.027969059423068002,1,3,Cr-O-P,"Cr,P,O",mp-31744,mp-26337,"mp-31744,mp-26337",
BAT_00443,Li0-1Cr(PO3)4,Cr(PO3)4,Cr(PO3)4,LiCr(PO3)4,Li,5.9790891308333345,71.50399483378008,180.47372083690402,427.5287583218174,1079.0684626569823,0.012731415301520001,0.06024203308823801,0.00137906217593,1,3,Cr-O-P,"Cr,P,O",mp-704231,mp-25985,"mp-704231,mp-25985",
BAT_00444,Li0.5-1CrPO4,CrPO4,LiCr2(PO4)2,LiCrPO4,Li,2.950312588333337,87.06955029335518,279.8628038447903,256.8823902910084,825.6827531895482,0.013019198991609,0.10035076211537801,0.050733208839274006,1,3,Cr-O-P,"Cr,P,O",mp-766419,mp-757030,"mp-766419,mp-757030",
BAT_00445,Li0-2CrPO5,CrPO5,CrPO5,Li2CrPO5,Li,4.068732118958334,303.1004083629771,955.0725612787086,1233.2343667758323,3885.9344060104836,0.049416759693519004,0.10044000339285601,0.093071239444437,1,3,Cr-O-P,"Cr,P,O",mp-772173,mp-757132,"mp-772173,mp-757132",More than one working ion per transition metal
BAT_00446,Li0-4Cr3P4O15,Cr3P4O15,Cr3P4O15,Li4Cr3P4O15,Li,3.163598613333339,195.760441125017,577.2990473163829,619.3074600886265,1826.3424655687668,0.055044601366298004,0.08780882306818501,0.046952032259617006,2,3,Cr-O-P,"Cr,P,O",mp-759101,mp-772300,"mp-759101,mp-775294,mp-772300",More than one working ion per transition metal
BAT_00447,Li0-1Cr(PO3)4,Cr(PO3)4,Cr(PO3)4,LiCr(PO3)4,Li,5.664740583333331,71.50399483378008,209.0033450453506,405.0515814053709,1183.949730730817,0.006992637394992,0.07606347117647301,0.033785339675930004,1,3,Cr-O-P,"Cr,P,O",mp-759084,mp-759423,"mp-759084,mp-759423",
BAT_00448,Li0-1Cr(PO3)3,Cr(PO3)3,Cr(PO3)3,LiCr(PO3)3,Li,2.757125870833339,90.59053791454345,266.5573315108909,249.76951573689627,734.9321147689762,0.076689287019072,0.035751430192309,0.02363973675725,1,3,Cr-O-P,"Cr,P,O",mp-759495,mp-780193,"mp-759495,mp-780193",
BAT_00449,Li0-1CrP2O7,CrP2O7,CrP2O7,LiCrP2O7,Li,5.289534683333334,115.08687885832727,353.87779329483436,608.7560373177039,1871.8488612944907,0.048887005500304004,0.15413673375001002,0.077561114090909,1,3,Cr-O-P,"Cr,P,O",mp-1048383,mp-831055,"mp-1048383,mp-831055",
BAT_00450,Li0-1Cr2(PO4)3,Cr2(PO4)3,Cr2(PO4)3,LiCr2(PO4)3,Li,4.5759102683333355,67.70661841891192,203.99244803767058,309.81941045722596,933.4511376380312,0.003038840893925,4.050106346323533,3.826513178888897,1,3,Cr-O-P,"Cr,P,O",mp-935592,mp-939764,"mp-935592,mp-939764,mp-831192",
