battery_id,battery_formula,framework_formula,formula_charge,formula_discharge,working_ion,average_voltage,capacity_grav,capacity_vol,energy_grav,energy_vol,max_delta_volume,stability_charge,stability_discharge,num_steps,nelements,chemsys,elements,id_charge,id_discharge,material_ids,warnings,element_list,has_transition_metal,oxide,sulfide,fluoride,phosphate_possible,silicate_possible,has_main_transition_metal,max_stability
BAT_00031,Li0-1FeAs2O7,FeAs2O7,FeAs2O7,LiFeAs2O7,Li,5.443386683333334,82.56135893835622,332.5608364689953,449.4134018029518,1810.2572286335237,0.014209346040159,0.088019438541666,0.0,1,3,As-Fe-O,"Fe,As,O",mp-25260,mp-18878,"mp-25260,mp-18878",,"['Fe', 'As', 'O']",True,True,False,False,False,False,True,0.088019438541666
BAT_00033,Li0-3Fe2(AsO4)3,Fe2(AsO4)3,Fe2(AsO4)3,Li3Fe2(AsO4)3,Li,5.085863810833331,146.38402899425472,538.0026867082696,744.4892355458571,2736.2083944606907,0.028936473617741,0.144516634387249,0.000923193650001,1,3,As-Fe-O,"Fe,As,O",mp-543107,mp-542008,"mp-543107,mp-542008",More than one working ion per transition metal,"['Fe', 'As', 'O']",True,True,False,False,False,False,True,0.144516634387249
BAT_00037,Li0-1NiAsO4,NiAsO4,NiAsO4,LiNiAsO4,Li,5.032981518333333,131.0242457007058,577.5807854728228,659.4426070652179,2906.9534186291667,0.049245463950724,0.152693803229162,0.0,1,3,As-Ni-O,"Ni,As,O",mp-510749,mp-22243,"mp-510749,mp-22243",,"['Ni', 'As', 'O']",True,True,False,False,False,False,True,0.152693803229162
BAT_00038,Li0-1MnAsO4,MnAsO4,MnAsO4,LiMnAsO4,Li,3.76744912833333,133.4746782541047,522.240590807198,502.8590602429984,1967.5148586168616,0.062570318125929,0.031322605,0.0,1,3,As-Mn-O,"Mn,As,O",mp-510755,mp-20052,"mp-510755,mp-20052",,"['Mn', 'As', 'O']",True,True,False,False,False,False,True,0.031322605
BAT_00039,Li3-4VAs2O9,VAs2O9,Li3VAs2O9,Li4VAs2O9,Li,3.726356205833345,71.94192230906822,227.45991271401957,268.0812286559767,847.5966573201978,0.010062164969947,0.052553016166664,0.043911376562499,1,3,As-O-V,"V,As,O",mp-1177474,mp-1177164,"mp-1177474,mp-1177164",More than one working ion per transition metal,"['V', 'As', 'O']",True,True,False,False,False,False,True,0.052553016166664
BAT_00040,Li0-1VAsO5,VAsO5,VAsO5,LiVAsO5,Li,3.8472558033333377,125.946158856152,466.6035746693971,484.5470905668732,1795.1433105029182,0.010222359532899,0.0,0.0,1,3,As-O-V,"V,As,O",mp-510763,mp-17387,"mp-510763,mp-17387",,"['V', 'As', 'O']",True,True,False,False,False,False,True,0.0
BAT_00048,Li0-1CrB3(HO3)3,CrB3(HO3)3,CrB3(HO3)3,LiCrB3(HO3)3,Li,4.06632266583333,112.42773412647507,234.11360904536053,457.16744354676905,951.9814748411924,0.028362813632403,0.05144050628125,0.06283315588613,1,4,B-Cr-H-O,"Cr,B,H,O",mp-778931,mp-778018,"mp-778931,mp-778018",,"['Cr', 'B', 'H', 'O']",True,True,False,False,False,False,True,0.06283315588613
BAT_00051,Li0-1.25CoBO3,CoBO3,CoBO3,Li5Co4(BO3)4,Li,3.044208789333332,265.0072023134314,852.0327578767365,806.7372545191845,2593.7656103282807,0.126054098114709,0.199436286222223,0.202603522299996,2,3,B-Co-O,"Co,B,O",mp-765572,mp-1177143,"mp-765572,mp-756081,mp-1177143",More than one working ion per transition metal,"['Co', 'B', 'O']",True,True,False,False,False,False,True,0.202603522299996
BAT_00052,Li3-5Mn2Fe(BO3)4,Mn2Fe(BO3)4,Li3Mn2Fe(BO3)4,Li5Mn2Fe(BO3)4,Li,2.95696950333333,123.03770534765488,375.85591680046775,363.8187424731277,1111.394483626373,0.020469121009584,0.07413573226563,0.049134574427093,1,4,B-Fe-Mn-O,"Mn,Fe,B,O",mp-766489,mp-766508,"mp-766489,mp-766490,mp-766508",More than one working ion per transition metal,"['Mn', 'Fe', 'B', 'O']",True,True,False,False,False,False,True,0.07413573226563
BAT_00053,Li2.25-3Cr(BO3)2,Cr(BO3)2,Li9Cr4(BO3)8,Li3Cr(BO3)2,Li,3.916154996666652,105.55227231518435,284.42241909169735,413.3590586366284,1113.8422776899672,0.005392560122567,0.084077477370356,0.03618951020833,1,3,B-Cr-O,"Cr,B,O",mp-759279,mp-760261,"mp-759279,mp-758885,mp-760261",More than one working ion per transition metal,"['Cr', 'B', 'O']",True,True,False,False,False,False,True,0.084077477370356
BAT_00055,Li0.12-0.88FeBO3,FeBO3,LiFe8(BO3)8,Li7Fe8(BO3)8,Li,3.057566636666663,166.4997483716783,547.5063270525367,509.0840756346381,1674.0370789597423,0.002838442240608,0.082910368170722,0.015802682606389,4,3,B-Fe-O,"Fe,B,O",mp-764518,mp-849710,"mp-764518,mp-764885,mp-757684,mp-849952,mp-758274,mp-849704,mp-764723,mp-761265,mp-764620,mp-761215,mp-752868,mp-1177681,mp-759585,mp-761214,mp-764524,mp-760324,mp-764513,mp-764971,mp-764535,mp-764465,mp-759474,mp-764589,mp-849617,mp-764519,mp-760281,mp-764799,mp-761221,mp-761226,mp-758705,mp-764651,mp-760352,mp-760275,mp-764702,mp-758691,mp-764587,mp-761227,mp-764891,mp-777343,mp-764542,mp-775322,mp-760268,mp-761278,mp-759860,mp-758860,mp-764798,mp-761222,mp-758961,mp-761209,mp-759239,mp-764888,mp-849710",,"['Fe', 'B', 'O']",True,True,False,False,False,False,True,0.082910368170722
BAT_00056,Li0.25-1FeBO3,FeBO3,LiFe4(BO3)4,LiFeBO3,Li,3.020091366666666,165.3117134477588,546.5865753343039,499.2564785924502,1650.741397303031,0.005331217088064,0.074066825476197,0.0,2,3,B-Fe-O,"Fe,B,O",mp-774381,mp-777049,"mp-774381,mp-764720,mp-753072,mp-760248,mp-760279,mp-1177118,mp-754325,mp-777049",,"['Fe', 'B', 'O']",True,True,False,False,False,False,True,0.074066825476197
BAT_00058,Li0.12-0.88FeBO3,FeBO3,LiFe8(BO3)8,Li7Fe8(BO3)8,Li,3.023072698333336,166.4997483716783,551.5964292045389,503.34084358179103,1667.5161056263987,0.009691196834032,0.083623366707309,0.02082814154256,4,3,B-Fe-O,"Fe,B,O",mp-764478,mp-761220,"mp-764478,mp-764738,mp-1176725,mp-849690,mp-779091,mp-761235,mp-764941,mp-764847,mp-764525,mp-759768,mp-764672,mp-759387,mp-764904,mp-759237,mp-776909,mp-761224,mp-764505,mp-764552,mp-764559,mp-775269,mp-775238,mp-764612,mp-764554,mp-761194,mp-764528,mp-849589,mp-764643,mp-757792,mp-764459,mp-757269,mp-761202,mp-764502,mp-849701,mp-761220",,"['Fe', 'B', 'O']",True,True,False,False,False,False,True,0.083623366707309
BAT_00059,Li0.12-0.75FeBO3,FeBO3,LiFe8(BO3)8,Li3Fe4(BO3)4,Li,3.088902297333326,139.75415237410357,459.3098166036204,431.6869223302403,1418.763147694672,0.010646791974403,0.084133732560967,0.028555960978262,3,3,B-Fe-O,"Fe,B,O",mp-761206,mp-760195,"mp-761206,mp-764566,mp-761201,mp-849720,mp-761255,mp-882580,mp-882858,mp-882582,mp-759167,mp-849708,mp-882849,mp-761234,mp-759466,mp-774421,mp-777347,mp-761241,mp-764506,mp-764722,mp-761231,mp-760280,mp-764679,mp-764508,mp-759397,mp-764514,mp-761230,mp-760284,mp-759895,mp-761207,mp-758730,mp-849590,mp-761192,mp-760227,mp-764507,mp-760243,mp-775280,mp-759159,mp-774994,mp-761253,mp-760254,mp-759129,mp-760195",,"['Fe', 'B', 'O']",True,True,False,False,False,False,True,0.084133732560967
BAT_00060,Li0.12-0.88FeBO3,FeBO3,LiFe8(BO3)8,Li7Fe8(BO3)8,Li,3.069231903333336,166.4997483716783,547.6656118369083,511.02633959932774,1680.9127682084102,0.007534745048858,0.080431952560967,0.012151477500006,4,3,B-Fe-O,"Fe,B,O",mp-849747,mp-1176890,"mp-849747,mp-849742,mp-849622,mp-849612,mp-849620,mp-849619,mp-758915,mp-764815,mp-759902,mp-761244,mp-766625,mp-759622,mp-761198,mp-777445,mp-761211,mp-1176890",,"['Fe', 'B', 'O']",True,True,False,False,False,False,True,0.080431952560967
BAT_00061,Li0.12-0.88FeBO3,FeBO3,LiFe8(BO3)8,Li7Fe8(BO3)8,Li,3.021255741666669,166.4997483716783,547.093353429723,503.03832075398856,1652.908935277223,0.008460838951531,0.083941997195113,0.021338047712772,6,3,B-Fe-O,"Fe,B,O",mp-775187,mp-764896,"mp-775187,mp-761225,mp-761256,mp-761212,mp-759950,mp-761195,mp-1177659,mp-764938,mp-764796,mp-764874,mp-764621,mp-761213,mp-764741,mp-764624,mp-761277,mp-764547,mp-764573,mp-764652,mp-767427,mp-760257,mp-759371,mp-760310,mp-759537,mp-849632,mp-764512,mp-761243,mp-761242,mp-777373,mp-764654,mp-766603,mp-764932,mp-764896",,"['Fe', 'B', 'O']",True,True,False,False,False,False,True,0.083941997195113
BAT_00062,Li1.5-2.5FeBO4,FeBO4,Li3Fe2(BO4)2,Li5Fe2(BO4)2,Li,3.118528430833334,181.08362523817524,481.92911208901154,564.7144336636181,1502.909637695847,0.045135133698451,0.104033150933332,0.059448183676458,2,3,B-Fe-O,"Fe,B,O",mp-759625,mp-760269,"mp-759625,mp-771016,mp-760269",More than one working ion per transition metal,"['Fe', 'B', 'O']",True,True,False,False,False,False,True,0.104033150933332
BAT_00063,Li2-3Fe(BO3)2,Fe(BO3)2,Li2Fe(BO3)2,Li3Fe(BO3)2,Li,4.390224110833334,137.94831313650306,390.92724842758093,605.6240103806625,1716.2582316284986,0.039108727628768,0.081872459446965,0.000909045416668,1,3,B-Fe-O,"Fe,B,O",mp-766461,mp-770825,"mp-766461,mp-1176790,mp-770825",More than one working ion per transition metal,"['Fe', 'B', 'O']",True,True,False,False,False,False,True,0.081872459446965
BAT_00064,Li3-5Fe3(BO3)4,Fe3(BO3)4,Li3Fe3(BO3)4,Li5Fe3(BO3)4,Li,3.034782785833333,122.52755412567656,374.82990350331875,371.84451205086526,1137.5273387674413,0.016365175440707,0.088474512443202,0.025273971979173,2,3,B-Fe-O,"Fe,B,O",mp-766497,mp-766507,"mp-766497,mp-766514,mp-766507",More than one working ion per transition metal,"['Fe', 'B', 'O']",True,True,False,False,False,False,True,0.088474512443202
BAT_00065,Li2-3FeBPO7,FeBPO7,Li2FeBPO7,Li3FeBPO7,Li,5.488448513333329,116.30135989029904,327.15448625485146,638.3140257885561,1795.5705537157685,0.030709602871123,0.371065774315473,0.234128263214283,1,4,B-Fe-O-P,"Fe,B,P,O",mp-777716,mp-756319,"mp-777716,mp-756319",More than one working ion per transition metal,"['Fe', 'B', 'P', 'O']",True,True,False,False,True,False,True,0.371065774315473
BAT_00067,Li0.5-1MnBO3,MnBO3,LiMn2(BO3)2,LiMnBO3,Li,3.377766573333322,111.03600497862858,347.27401844580623,375.053706053284,1173.010571293384,0.029670025448125,0.068395284272742,0.006070880000001,1,3,B-Mn-O,"Mn,B,O",mp-759375,mp-753767,"mp-759375,mp-780096,mp-850907,mp-780194,mp-780659,mp-766484,mp-753767",,"['Mn', 'B', 'O']",True,True,False,False,False,False,True,0.068395284272742
BAT_00069,Li0-1MnBO3,MnBO3,MnBO3,LiMnBO3,Li,4.069228861666677,222.07200995725717,705.5302425822467,903.6618322864008,2870.9640258943705,0.007151468219929,0.223279765135421,0.0,3,3,B-Mn-O,"Mn,B,O",mp-25296,mp-19131,"mp-25296,mp-849540,mp-849414,mp-849625,mp-777991,mp-777985,mp-849498,mp-831261,mp-19131",,"['Mn', 'B', 'O']",True,True,False,False,False,False,True,0.223279765135421
BAT_00070,Li0.5-0.75MnBO3,MnBO3,LiMn2(BO3)2,Li3Mn4(BO3)4,Li,3.524345443333349,56.327882171785355,176.19708801331754,198.51891486474952,620.9794042683408,0.014915362475103,0.07640594154547,0.037167577260884,1,3,B-Mn-O,"Mn,B,O",mp-850898,mp-754552,"mp-850898,mp-754552",,"['Mn', 'B', 'O']",True,True,False,False,False,False,True,0.07640594154547
BAT_00071,Li0.5-1MnBO3,MnBO3,LiMn2(BO3)2,LiMnBO3,Li,3.431894488333331,111.03600497862858,352.8478688974041,381.0638534927078,1210.9366564891632,0.012613314042032,0.072739468818197,0.005542389583333,1,3,B-Mn-O,"Mn,B,O",mp-849588,mp-831163,"mp-849588,mp-763194,mp-755030,mp-831163",,"['Mn', 'B', 'O']",True,True,False,False,False,False,True,0.072739468818197
BAT_00072,Li0.25-0.75MnBO3,MnBO3,LiMn4(BO3)4,Li3Mn4(BO3)4,Li,3.380494713333324,112.65576434357072,353.3991302929844,380.8322157899656,1194.6638916520285,0.024488272908526,0.098309667321451,0.039772785956536,2,3,B-Mn-O,"Mn,B,O",mp-756059,mp-849269,"mp-756059,mp-754889,mp-849269",,"['Mn', 'B', 'O']",True,True,False,False,False,False,True,0.098309667321451
BAT_00073,Li0.33-0.83MnBO3,MnBO3,LiMn3(BO3)3,Li5Mn6(BO3)6,Li,3.348880423333344,112.1106191739135,351.02812687863343,375.44505779929887,1175.5512221432289,0.019850421208827,0.086813679414062,0.026623442199992,2,3,B-Mn-O,"Mn,B,O",mp-781682,mp-780308,"mp-781682,mp-849298,mp-782644,mp-780135,mp-780407,mp-754734,mp-780308",,"['Mn', 'B', 'O']",True,True,False,False,False,False,True,0.086813679414062
BAT_00074,Li0.33-0.83MnBO3,MnBO3,LiMn3(BO3)3,Li5Mn6(BO3)6,Li,3.335814563333332,112.1106191739135,350.75287684908164,373.9802361446578,1170.0465547242295,0.012886091989992,0.095493779726561,0.035679464771421,2,3,B-Mn-O,"Mn,B,O",mp-780510,mp-849333,"mp-780510,mp-780388,mp-850794,mp-780197,mp-849333",,"['Mn', 'B', 'O']",True,True,False,False,False,False,True,0.095493779726561
BAT_00075,Li3-5Mn3(BO3)4,Mn3(BO3)4,Li3Mn3(BO3)4,Li5Mn3(BO3)4,Li,3.298350808333329,123.2943773170751,373.41300686438694,406.6681090867292,1231.6470930333298,0.022253191926054,0.087869111321,0.033770008749992,2,3,B-Mn-O,"Mn,B,O",mp-766488,mp-766500,"mp-766488,mp-766499,mp-766500",More than one working ion per transition metal,"['Mn', 'B', 'O']",True,True,False,False,False,False,True,0.087869111321
BAT_00077,Li0.5-0.75MnBO3,MnBO3,LiMn2(BO3)2,Li3Mn4(BO3)4,Li,3.150046953333348,56.327882171785355,177.6121858209861,177.4354736229523,559.4867248202738,0.015784861123141,0.06967384654547,0.047002029434796,1,3,B-Mn-O,"Mn,B,O",mp-1570353,mp-776517,"mp-1570353,mp-755482,mp-776517",,"['Mn', 'B', 'O']",True,True,False,False,False,False,True,0.06967384654547
BAT_00078,Li0.33-0.83MnBO3,MnBO3,LiMn3(BO3)3,Li5Mn6(BO3)6,Li,3.320173443333334,112.1106191739135,352.6462494556426,372.2267004968846,1170.8467123337268,0.038421969278134,0.091487261601562,0.033357029914277,2,3,B-Mn-O,"Mn,B,O",mp-780665,mp-766536,"mp-780665,mp-849262,mp-781594,mp-850881,mp-780693,mp-850965,mp-766536",,"['Mn', 'B', 'O']",True,True,False,False,False,False,True,0.091487261601562
BAT_00079,Li0.5-0.88MnBO3,MnBO3,LiMn2(BO3)2,Li7Mn8(BO3)8,Li,3.369401980000006,83.88001522201655,266.9484469941113,282.6254893714932,899.4566258598852,0.027189375629869,0.073753155409105,0.026207232276596,2,3,B-Mn-O,"Mn,B,O",mp-779023,mp-779296,"mp-779023,mp-780112,mp-850402,mp-775182,mp-779296,mp-778813",,"['Mn', 'B', 'O']",True,True,False,False,False,False,True,0.073753155409105
BAT_00080,Li0.5-0.88MnBO3,MnBO3,LiMn2(BO3)2,Li7Mn8(BO3)8,Li,3.343617493333326,83.88001522201655,266.92510371093044,280.46268623740025,892.4954461776795,0.000386347319183,0.071704997681832,0.025935626319149,1,3,B-Mn-O,"Mn,B,O",mp-778827,mp-779303,"mp-778827,mp-777822,mp-775226,mp-778679,mp-1177109,mp-778585,mp-779299,mp-779303,mp-777865",,"['Mn', 'B', 'O']",True,True,False,False,False,False,True,0.071704997681832
BAT_00081,Li2-3Mn(BO3)2,Mn(BO3)2,Li2Mn(BO3)2,Li3Mn(BO3)2,Li,3.717526005833339,138.595294579338,393.8329890328598,515.2316118848215,1464.0843786847329,0.034547333726739,0.084568122499995,0.012451451249989,1,3,B-Mn-O,"Mn,B,O",mp-766466,mp-770910,"mp-766466,mp-758924,mp-759917,mp-770910",More than one working ion per transition metal,"['Mn', 'B', 'O']",True,True,False,False,False,False,True,0.084568122499995
BAT_00082,Li0.62-0.88MnBO3,MnBO3,Li5Mn8(BO3)8,Li7Mn8(BO3)8,Li,3.388955188333345,55.92001014801103,178.4035591438642,189.5104085227553,604.6016673777335,0.018003279455586,0.057784637800018,0.025934815680851,2,3,B-Mn-O,"Mn,B,O",mp-776580,mp-781628,"mp-776580,mp-777272,mp-778857,mp-778856,mp-780136,mp-781628,mp-779313,mp-777404,mp-779356",,"['Mn', 'B', 'O']",True,True,False,False,False,False,True,0.057784637800018
BAT_00083,Li0.33-0.83MnBO3,MnBO3,LiMn3(BO3)3,Li5Mn6(BO3)6,Li,3.256433986666653,112.1106191739135,350.711428632794,365.08083054417415,1142.068615712247,0.027181045131234,0.08309108410156,0.03114390677142,2,3,B-Mn-O,"Mn,B,O",mp-776450,mp-781617,"mp-776450,mp-780123,mp-780460,mp-780102,mp-776447,mp-780877,mp-781617",,"['Mn', 'B', 'O']",True,True,False,False,False,False,True,0.08309108410156
BAT_00085,Li0.5-0.75MnBO3,MnBO3,LiMn2(BO3)2,Li3Mn4(BO3)4,Li,3.346317276666672,56.327882171785355,177.2405783414975,188.49096526948995,593.1032094305458,0.000960955898699,0.067398012303044,0.036291652188419,1,3,B-Mn-O,"Mn,B,O",mp-849746,mp-776634,"mp-849746,mp-779335,mp-777293,mp-776634,mp-776982,mp-781079",,"['Mn', 'B', 'O']",True,True,False,False,False,False,True,0.067398012303044
BAT_00086,Li0.5-0.88MnBO3,MnBO3,LiMn2(BO3)2,Li7Mn8(BO3)8,Li,3.367643939999997,83.88001522201655,266.98533222238854,282.4780249495316,899.1115361276128,0.008125268354417,0.072944153363652,0.025562083978724,2,3,B-Mn-O,"Mn,B,O",mp-849990,mp-779028,"mp-849990,mp-850885,mp-781616,mp-777359,mp-778680,mp-778832,mp-779028,mp-779060",,"['Mn', 'B', 'O']",True,True,False,False,False,False,True,0.072944153363652
BAT_00088,Li0.5-0.75MnBO3,MnBO3,LiMn2(BO3)2,Li3Mn4(BO3)4,Li,3.308953346666674,56.327882171785355,178.24294575598836,186.3863342229752,589.7975918790041,0.005359914441086,0.067950972000014,0.038445088855086,1,3,B-Mn-O,"Mn,B,O",mp-778403,mp-781619,"mp-778403,mp-781619,mp-780180",,"['Mn', 'B', 'O']",True,True,False,False,False,False,True,0.067950972000014
BAT_00089,Li0.5-0.75MnBO3,MnBO3,LiMn2(BO3)2,Li3Mn4(BO3)4,Li,3.229155983333361,56.327882171785355,178.19782757129138,181.89151774351723,575.4285811188421,0.009288595783659,0.06881845063638,0.04274430160871,1,3,B-Mn-O,"Mn,B,O",mp-777375,mp-778867,"mp-777375,mp-781497,mp-777405,mp-777467,mp-778867",,"['Mn', 'B', 'O']",True,True,False,False,False,False,True,0.06881845063638
BAT_00090,Li0.5-0.75MnBO3,MnBO3,LiMn2(BO3)2,Li3Mn4(BO3)4,Li,3.535761893333306,56.327882171785355,176.78635287127366,199.16197931516712,625.0744497436245,0.00930063258546,0.076572074500015,0.036830119652188,1,3,B-Mn-O,"Mn,B,O",mp-1176667,mp-780137,"mp-1176667,mp-780137",,"['Mn', 'B', 'O']",True,True,False,False,False,False,True,0.076572074500015
BAT_00091,Li0.33-0.83MnBO3,MnBO3,LiMn3(BO3)3,Li5Mn6(BO3)6,Li,3.4234136666666792,112.11061917391348,350.9843121878365,383.8010258584389,1201.564491129444,0.028289474365483,0.09597453378906,0.02861051677142,1,3,B-Mn-O,"Mn,B,O",mp-849514,mp-782643,"mp-849514,mp-780149,mp-782643",,"['Mn', 'B', 'O']",True,True,False,False,False,False,True,0.09597453378906
BAT_00092,Li0.33-0.83MnBO3,MnBO3,LiMn3(BO3)3,Li5Mn6(BO3)6,Li,3.417985669999982,112.1106191739135,351.7496504987921,383.1924897912616,1202.2752648323735,0.026231591308557,0.09444635066406,0.027678577628563,2,3,B-Mn-O,"Mn,B,O",mp-781607,mp-780156,"mp-781607,mp-780320,mp-1176674,mp-849239,mp-850410,mp-780156",,"['Mn', 'B', 'O']",True,True,False,False,False,False,True,0.09444635066406
BAT_00093,Li0.33-0.83MnBO3,MnBO3,LiMn3(BO3)3,Li5Mn6(BO3)6,Li,3.3594804599999892,112.1106191739135,351.80385439337533,376.6334344732626,1181.878174587226,0.021178317317151,0.097462130664061,0.035450594485707,2,3,B-Mn-O,"Mn,B,O",mp-849243,mp-781670,"mp-849243,mp-850952,mp-780111,mp-781670",,"['Mn', 'B', 'O']",True,True,False,False,False,False,True,0.097462130664061
BAT_00094,Li0.5-0.75MnBO3,MnBO3,LiMn2(BO3)2,Li3Mn4(BO3)4,Li,3.246165253333349,56.327882171785355,178.00050118450474,182.84961389990465,577.8190420210609,0.007563580992514,0.07472885154547,0.04765819508697,1,3,B-Mn-O,"Mn,B,O",mp-1567236,mp-780105,"mp-1567236,mp-780198,mp-780105",,"['Mn', 'B', 'O']",True,True,False,False,False,False,True,0.07472885154547
BAT_00095,Li0.33-0.83MnBO3,MnBO3,LiMn3(BO3)3,Li5Mn6(BO3)6,Li,3.366902846666679,112.1106191739135,350.74812652557034,377.4655628382134,1180.9348656619472,0.026885968822346,0.092942347851561,0.030682017057133,2,3,B-Mn-O,"Mn,B,O",mp-780327,mp-850959,"mp-780327,mp-850784,mp-850959",,"['Mn', 'B', 'O']",True,True,False,False,False,False,True,0.092942347851561
BAT_00097,Li0.33-0.83MnBO3,MnBO3,LiMn3(BO3)3,Li5Mn6(BO3)6,Li,3.399665673333334,112.1106191739135,352.1773608532343,381.1386236216997,1197.285284617867,0.020447172773733,0.09793770628906,0.032440959628562,2,3,B-Mn-O,"Mn,B,O",mp-780524,mp-780199,"mp-780524,mp-850950,mp-781502,mp-780512,mp-780199",,"['Mn', 'B', 'O']",True,True,False,False,False,False,True,0.09793770628906
BAT_00099,Li0.5-0.75MnBO3,MnBO3,LiMn2(BO3)2,Li3Mn4(BO3)4,Li,3.211087583333328,56.327882171785355,177.01067904842787,180.8737630372827,568.3967936098077,0.012778733426141,0.067543935636377,0.042310782913057,1,3,B-Mn-O,"Mn,B,O",mp-781608,mp-780529,"mp-781608,mp-780529",,"['Mn', 'B', 'O']",True,True,False,False,False,False,True,0.067543935636377
