battery_id,framework_formula,graph_file,status,num_atoms,num_edges
BAT_02333,VFe(PO4)2,BAT_02333.pt,success,24,960
BAT_02334,VFe(P2O7)2,BAT_02334.pt,success,40,1592
BAT_02335,Fe7P12WO48,BAT_02335.pt,success,68,2548
BAT_02336,ZnFe(PO4)2,BAT_02336.pt,success,24,976
BAT_02337,Fe5P6WO24,BAT_02337.pt,success,36,1434
BAT_02338,Zr7Fe(PO4)12,BAT_02338.pt,success,68,2414
BAT_02340,Fe(SO4)2,BAT_02340.pt,success,88,3524
BAT_02341,Fe2(SO4)3,BAT_02341.pt,success,34,1384
BAT_02342,Fe2(SO4)3,BAT_02342.pt,success,68,2812
BAT_02343,Fe(SO4)2,BAT_02343.pt,success,33,1304
BAT_02344,Fe(SO4)2,BAT_02344.pt,success,33,1238
BAT_02345,Fe(SbO3)4,BAT_02345.pt,success,17,674
BAT_02346,Fe3SbO8,BAT_02346.pt,success,12,464
BAT_02347,Fe5SbO12,BAT_02347.pt,success,18,632
BAT_02348,Ti3Fe3(SbO8)2,BAT_02348.pt,success,24,1040
BAT_02350,Fe(SeO3)2,BAT_02350.pt,success,36,1056
BAT_02353,Fe(SiO3)2,BAT_02353.pt,success,18,556
BAT_02354,FeSiO4,BAT_02354.pt,success,12,360
BAT_02355,Fe(SiO3)2,BAT_02355.pt,success,36,1556
BAT_02356,FeSiO4,BAT_02356.pt,success,12,384
BAT_02357,FeSiO4,BAT_02357.pt,success,24,736
BAT_02358,FeSiO4,BAT_02358.pt,success,12,376
BAT_02359,Fe(SiO3)2,BAT_02359.pt,success,18,732
BAT_02425,Na2V3P2O13,BAT_02425.pt,success,80,3000
BAT_02426,Na2VPO6,BAT_02426.pt,success,40,1448
BAT_02429,NbNi3O8,BAT_02429.pt,success,24,976
BAT_02430,Nb6NiO18,BAT_02430.pt,success,50,1882
BAT_02431,NbNi3(PO4)6,BAT_02431.pt,success,34,1212
BAT_02445,NbV3(PO4)6,BAT_02445.pt,success,34,1246
BAT_02458,Ti3Nb2V3O16,BAT_02458.pt,success,24,996
BAT_02459,Nb4VO12,BAT_02459.pt,success,34,1284
BAT_02460,NbV3O8,BAT_02460.pt,success,12,506
BAT_02461,Nb7V12O48,BAT_02461.pt,success,67,2340
BAT_02464,NbV3O8,BAT_02464.pt,success,24,1012
BAT_02471,NiO2,BAT_02471.pt,success,15,724
BAT_02473,Ni6O7,BAT_02473.pt,success,26,1426
BAT_02474,Ni11O28,BAT_02474.pt,success,39,1790
BAT_02475,NiO2,BAT_02475.pt,success,12,592
BAT_02476,Ni13O24,BAT_02476.pt,success,37,1912
BAT_02477,NiO2,BAT_02477.pt,success,12,664
BAT_02478,NiO2,BAT_02478.pt,success,33,1620
BAT_02479,NiO2,BAT_02479.pt,success,15,742
BAT_02480,NiO4,BAT_02480.pt,success,20,520
BAT_02481,Ni5O9,BAT_02481.pt,success,28,1400
BAT_02482,NiO2,BAT_02482.pt,success,36,1776
BAT_02483,NiO4,BAT_02483.pt,success,40,952
BAT_02484,NiO2,BAT_02484.pt,success,18,796
BAT_02485,Ni15O28,BAT_02485.pt,success,43,2222
BAT_02486,NiO2,BAT_02486.pt,success,24,1268
BAT_02488,NiO2,BAT_02488.pt,success,3,106
BAT_02490,NiO2,BAT_02490.pt,success,18,888
BAT_02491,NiO2,BAT_02491.pt,success,15,654
BAT_02492,NiO2,BAT_02492.pt,success,3,148
BAT_02493,Ni3O4,BAT_02493.pt,success,14,748
BAT_02494,Ni2P2O9,BAT_02494.pt,success,52,1920
BAT_02495,NiPO4,BAT_02495.pt,success,12,616
BAT_02496,Ni3(PO4)4,BAT_02496.pt,success,69,2608
BAT_02497,NiPO4,BAT_02497.pt,success,24,1064
BAT_02498,Ni2(PO4)3,BAT_02498.pt,success,34,1320
BAT_02499,Ni7(PO4)6,BAT_02499.pt,success,37,1734
BAT_02500,Ni4(PO4)3,BAT_02500.pt,success,38,1752
BAT_02501,Ni2(PO4)3,BAT_02501.pt,success,34,1296
BAT_02504,NiP2O7,BAT_02504.pt,success,40,1504
BAT_02505,Ni7(PO4)6,BAT_02505.pt,success,37,1450
BAT_02508,Ni4P4O15,BAT_02508.pt,success,92,3440
BAT_02509,Ni3P3O13,BAT_02509.pt,success,38,1484
BAT_02511,Ni3(P2O7)2,BAT_02511.pt,success,42,1776
BAT_02512,Ni2(PO4)3,BAT_02512.pt,success,68,2576
BAT_02513,Ni(PO4)2,BAT_02513.pt,success,44,1796
BAT_02515,NiPO4,BAT_02515.pt,success,36,1248
BAT_02516,Ni(PO3)3,BAT_02516.pt,success,13,384
BAT_02517,Ni(PO3)3,BAT_02517.pt,success,26,990
BAT_02518,Ni2(PO3)5,BAT_02518.pt,success,44,1688
BAT_02519,NiP2O7,BAT_02519.pt,success,40,1584
BAT_02520,Ni3P4O15,BAT_02520.pt,success,88,3152
BAT_02521,Ni3P3O11,BAT_02521.pt,success,68,2900
BAT_02522,Ni2(PO4)3,BAT_02522.pt,success,34,1448
BAT_02523,Ni(PO3)4,BAT_02523.pt,success,34,996
BAT_02524,Ni5(P3O11)2,BAT_02524.pt,success,66,2700
BAT_02527,Ni3(PO4)4,BAT_02527.pt,success,46,1784
BAT_02528,Ni2P3O10,BAT_02528.pt,success,30,1376
BAT_02529,Ni(PO4)2,BAT_02529.pt,success,11,448
BAT_02533,Ni2(PO4)3,BAT_02533.pt,success,68,2442
BAT_02534,Ni3(P2O7)2,BAT_02534.pt,success,42,1748
BAT_02535,Ni(PO4)2,BAT_02535.pt,success,44,1296
BAT_02536,NiP2O7,BAT_02536.pt,success,40,1552
BAT_02537,Ni5(PO4)4,BAT_02537.pt,success,50,2166
BAT_02538,Ni9(P2O7)8,BAT_02538.pt,success,81,3050
BAT_02539,NiPO4,BAT_02539.pt,success,36,1540
BAT_02541,Ni5(P2O7)4,BAT_02541.pt,success,82,3138
BAT_02542,NiP2O7,BAT_02542.pt,success,40,1392
BAT_02543,NiP2O7,BAT_02543.pt,success,40,1404
BAT_02546,NiP2O7,BAT_02546.pt,success,20,768
BAT_02547,NiP2O7,BAT_02547.pt,success,40,1568
BAT_02548,NiP2O7,BAT_02548.pt,success,10,414
BAT_02549,Ni(PO3)3,BAT_02549.pt,success,52,1600
BAT_02552,NiPO4,BAT_02552.pt,success,24,824
BAT_02553,Ni2P5O16,BAT_02553.pt,success,46,1620
BAT_02554,NiPO4,BAT_02554.pt,success,24,740
BAT_02557,Ni3(P2O7)2,BAT_02557.pt,success,42,1740
BAT_02558,NiP2O7,BAT_02558.pt,success,40,1452
BAT_02559,NiPO4,BAT_02559.pt,success,48,1672
BAT_02560,Ni4(PO4)3,BAT_02560.pt,success,76,3060
BAT_02561,Ni3Sb(PO4)4,BAT_02561.pt,success,24,1000
BAT_02562,NiSn(PO4)2,BAT_02562.pt,success,48,1896
BAT_02563,Ni3Sn(PO4)4,BAT_02563.pt,success,24,988
BAT_02564,Ni5Te(PO4)6,BAT_02564.pt,success,36,1470
BAT_02565,TiNi5(PO4)6,BAT_02565.pt,success,36,1464
BAT_02567,Ti4Ni(PO5)4,BAT_02567.pt,success,58,2416
BAT_02568,VNi3(PO4)4,BAT_02568.pt,success,24,1064
BAT_02569,V3Ni(PO4)6,BAT_02569.pt,success,34,1336
BAT_02570,VNi3(PO4)6,BAT_02570.pt,success,34,1262
BAT_02571,V3Ni(PO4)4,BAT_02571.pt,success,24,994
BAT_02572,VNi(PO4)2,BAT_02572.pt,success,24,1046
BAT_02574,Ni(SO4)2,BAT_02574.pt,success,88,4000
BAT_02575,Ni(SO4)2,BAT_02575.pt,success,33,1208
BAT_02576,Ni2(SO4)3,BAT_02576.pt,success,34,1396
BAT_02577,Ni2(SO4)3,BAT_02577.pt,success,136,5560
BAT_02578,Ni2(SO4)3,BAT_02578.pt,success,68,2812
BAT_02579,Ni3SbO8,BAT_02579.pt,success,12,496
BAT_02580,SiNiO4,BAT_02580.pt,success,24,780
BAT_02581,Ni(SO4)2,BAT_02581.pt,success,33,1280
BAT_02582,SiNiO4,BAT_02582.pt,success,12,418
BAT_02583,SiNiO4,BAT_02583.pt,success,24,784
BAT_02584,NiSnO4,BAT_02584.pt,success,6,212
BAT_02585,NiSnO4,BAT_02585.pt,success,12,424
BAT_02586,Ni3TeO8,BAT_02586.pt,success,12,488
BAT_02587,TiNi3O8,BAT_02587.pt,success,24,1056
BAT_02588,Ti3Ni3(TeO8)2,BAT_02588.pt,success,24,1082
BAT_02589,TiNiO4,BAT_02589.pt,success,12,512
BAT_02590,TiNi3O8,BAT_02590.pt,success,24,1040
BAT_02592,TiNi7O16,BAT_02592.pt,success,24,1126
BAT_02593,V2NiO6,BAT_02593.pt,success,18,672
BAT_02595,VNiO4,BAT_02595.pt,success,12,496
BAT_02596,V3NiO8,BAT_02596.pt,success,12,548
BAT_02597,Ni(WO4)2,BAT_02597.pt,success,11,414
BAT_02599,Ni(PS3)2,BAT_02599.pt,success,9,182
BAT_02601,RbV(PO4)2,BAT_02601.pt,success,48,1748
BAT_02659,VSn(PO4)2,BAT_02659.pt,success,48,1752
BAT_02660,SrVPO6,BAT_02660.pt,success,36,1416
BAT_02661,V2Sn(PO4)3,BAT_02661.pt,success,36,1344
BAT_02662,Ti(PO3)5,BAT_02662.pt,success,42,1400
BAT_02663,Ti(PO3)4,BAT_02663.pt,success,34,1364
BAT_02664,Ti2P2O9,BAT_02664.pt,success,52,1984
BAT_02665,Ti(PO3)4,BAT_02665.pt,success,34,1312
BAT_02666,Ti3P3O13,BAT_02666.pt,success,38,1472
BAT_02668,Ti(PO3)4,BAT_02668.pt,success,68,2240
BAT_02669,Ti(PO3)4,BAT_02669.pt,success,34,1364
BAT_02673,Ti2(PO4)3,BAT_02673.pt,success,34,1252
BAT_02677,Ti3V(PO4)6,BAT_02677.pt,success,34,1276
BAT_02679,V(PO3)5,BAT_02679.pt,success,42,1416
BAT_02680,VPO5,BAT_02680.pt,success,28,1180
BAT_02681,V2(PO4)3,BAT_02681.pt,success,34,1374
BAT_02682,VPO5,BAT_02682.pt,success,28,1120
BAT_02683,V3(P2O7)2,BAT_02683.pt,success,42,1708
BAT_02684,V2(PO4)3,BAT_02684.pt,success,68,2760
BAT_02685,V(PO3)4,BAT_02685.pt,success,34,1168
BAT_02686,VP2O7,BAT_02686.pt,success,40,1716
BAT_02687,V3P8O29,BAT_02687.pt,success,80,2684
BAT_02688,VP2O7,BAT_02688.pt,success,20,900
BAT_02689,V(PO3)4,BAT_02689.pt,success,68,2832
BAT_02690,VP2O7,BAT_02690.pt,success,40,1652
BAT_02692,VPO5,BAT_02692.pt,success,14,620
BAT_02693,V2P5O16,BAT_02693.pt,success,46,1492
BAT_02694,V2P3O10,BAT_02694.pt,success,30,1320
BAT_02695,VP2O7,BAT_02695.pt,success,20,780
BAT_02696,V2(PO4)3,BAT_02696.pt,success,34,1408
BAT_02697,VPO5,BAT_02697.pt,success,28,1092
BAT_02698,VP4O13,BAT_02698.pt,success,36,1180
BAT_02699,V(PO3)4,BAT_02699.pt,success,34,1016
BAT_02700,V3(PO4)4,BAT_02700.pt,success,69,2694
BAT_02701,VPO5,BAT_02701.pt,success,14,568
BAT_02702,V2P5O18,BAT_02702.pt,success,50,2052
BAT_02703,V(PO3)5,BAT_02703.pt,success,42,1416
BAT_02704,V(PO4)2,BAT_02704.pt,success,44,1572
BAT_02706,V(PO4)2,BAT_02706.pt,success,22,812
BAT_02707,V(PO4)2,BAT_02707.pt,success,33,1214
BAT_02708,V(PO3)4,BAT_02708.pt,success,34,1148
BAT_02710,V(PO4)2,BAT_02710.pt,success,11,464
BAT_02711,VP2O7,BAT_02711.pt,success,20,726
BAT_02712,V(PO3)3,BAT_02712.pt,success,52,2192
BAT_02713,V2P2O9,BAT_02713.pt,success,52,2016
BAT_02714,V3(PO4)4,BAT_02714.pt,success,46,1788
BAT_02715,VP2O7,BAT_02715.pt,success,40,1636
BAT_02716,V(PO4)2,BAT_02716.pt,success,22,928
BAT_02717,VP2O7,BAT_02717.pt,success,40,1504
BAT_02718,V(PO4)2,BAT_02718.pt,success,44,1796
BAT_02719,VPO4,BAT_02719.pt,success,24,1104
BAT_02720,VP2O7,BAT_02720.pt,success,20,804
BAT_02721,VP2O7,BAT_02721.pt,success,40,1644
BAT_02722,V(PO3)4,BAT_02722.pt,success,34,1288
BAT_02723,VPO4,BAT_02723.pt,success,24,960
BAT_02724,V4P9O32,BAT_02724.pt,success,90,3424
BAT_02725,V(PO3)4,BAT_02725.pt,success,34,1388
BAT_02726,V3P3O13,BAT_02726.pt,success,38,1512
BAT_02727,V2P3O11,BAT_02727.pt,success,32,1190
BAT_02728,V3(PO4)4,BAT_02728.pt,success,46,1604
BAT_02729,V(PO4)2,BAT_02729.pt,success,22,924
BAT_02730,V(PO3)3,BAT_02730.pt,success,52,1950
BAT_02731,V(PO3)4,BAT_02731.pt,success,34,1320
BAT_02732,V(PO3)4,BAT_02732.pt,success,68,2304
BAT_02733,VP2O7,BAT_02733.pt,success,40,1524
BAT_02734,VPO4,BAT_02734.pt,success,24,1040
BAT_02735,VP2O7,BAT_02735.pt,success,40,1462
BAT_02736,VPO5,BAT_02736.pt,success,28,1080
BAT_02737,V3(P2O7)2,BAT_02737.pt,success,42,1758
BAT_02739,V(PO3)4,BAT_02739.pt,success,34,1356
BAT_02743,V9(P2O7)8,BAT_02743.pt,success,81,2940
BAT_02745,VPO4,BAT_02745.pt,success,36,1440
BAT_02746,V5(P3O11)2,BAT_02746.pt,success,66,2516
BAT_02748,VPO5,BAT_02748.pt,success,56,1956
BAT_02749,V(PO3)3,BAT_02749.pt,success,52,2072
BAT_02752,VPO5,BAT_02752.pt,success,56,1760
BAT_02753,V3P6WO24,BAT_02753.pt,success,34,1252
