battery_id,framework_formula,id_charge,id_discharge,charge_file,discharge_file,charge_status,discharge_status
BAT_01433,Fe3Co(PO4)4,mp-774667,mp-758853,BAT_01433_mp-774667.cif,BAT_01433_mp-758853.cif,downloaded,downloaded
BAT_01434,FeCo3(PO4)4,mp-771952,mp-863409,BAT_01434_mp-771952.cif,BAT_01434_mp-863409.cif,downloaded,downloaded
BAT_01437,Fe2Co3Sb3O16,mp-1178389,mp-759403,BAT_01437_mp-1178389.cif,BAT_01437_mp-759403.cif,downloaded,downloaded
BAT_01438,Fe3Co3(SbO8)2,mp-757039,mp-758042,BAT_01438_mp-757039.cif,BAT_01438_mp-758042.cif,downloaded,downloaded
BAT_01439,Ti2Fe3Co3O16,mp-759038,mp-778830,BAT_01439_mp-759038.cif,BAT_01439_mp-778830.cif,downloaded,downloaded
BAT_01440,Fe3Co3(TeO8)2,mp-761932,mp-1177425,BAT_01440_mp-761932.cif,BAT_01440_mp-1177425.cif,downloaded,downloaded
BAT_01441,CoGeO4,mp-763507,mp-756582,BAT_01441_mp-763507.cif,BAT_01441_mp-756582.cif,downloaded,downloaded
BAT_01442,CoGeO4,mp-756207,mp-755695,BAT_01442_mp-756207.cif,BAT_01442_mp-755695.cif,downloaded,downloaded
BAT_01443,CoPHO5,mp-755227,mp-1565574,BAT_01443_mp-755227.cif,BAT_01443_mp-1565574.cif,downloaded,downloaded
BAT_01444,CoH8(SO6)2,mp-1178433,mp-770611,BAT_01444_mp-1178433.cif,BAT_01444_mp-770611.cif,downloaded,downloaded
BAT_01447,K2CoO4,mp-761245,mp-757868,BAT_01447_mp-761245.cif,BAT_01447_mp-757868.cif,downloaded,downloaded
BAT_01449,MgCo3O8,mp-1177928,mp-754576,BAT_01449_mp-1177928.cif,BAT_01449_mp-754576.cif,downloaded,downloaded
BAT_01450,MgCo13O28,mp-760219,mp-769537,BAT_01450_mp-760219.cif,BAT_01450_mp-769537.cif,downloaded,downloaded
BAT_01453,Mn3CoO8,mp-1299461,mp-1297796,BAT_01453_mp-1299461.cif,BAT_01453_mp-1297796.cif,downloaded,downloaded
BAT_01454,Mn3Co2Ni3O16,mp-867541,mp-778315,BAT_01454_mp-867541.cif,BAT_01454_mp-778315.cif,downloaded,downloaded
BAT_01455,Mn3Nb2Co3O16,mp-850531,mp-763519,BAT_01455_mp-850531.cif,BAT_01455_mp-763519.cif,downloaded,downloaded
BAT_01456,Mn2CoO6,mp-761501,mp-752794,BAT_01456_mp-761501.cif,BAT_01456_mp-752794.cif,downloaded,downloaded
BAT_01457,MnCoO4,mp-753606,mp-765552,BAT_01457_mp-753606.cif,BAT_01457_mp-765552.cif,downloaded,downloaded
BAT_01458,MnCo3O8,mp-1306729,mp-1306381,BAT_01458_mp-1306729.cif,BAT_01458_mp-1306381.cif,downloaded,downloaded
BAT_01459,MnCo3O8,mp-1306185,mp-1301147,BAT_01459_mp-1306185.cif,BAT_01459_mp-1301147.cif,downloaded,downloaded
BAT_01460,Mn2CoO6,mp-752633,mp-754926,BAT_01460_mp-752633.cif,BAT_01460_mp-754926.cif,downloaded,downloaded
BAT_01461,MnCo3O8,mp-773602,mp-861547,BAT_01461_mp-773602.cif,BAT_01461_mp-861547.cif,downloaded,downloaded
BAT_01462,Mn2CoO8,mp-1222848,mp-1174049,BAT_01462_mp-1222848.cif,BAT_01462_mp-1174049.cif,downloaded,downloaded
BAT_01463,MnCoO4,mp-752945,mp-753482,BAT_01463_mp-752945.cif,BAT_01463_mp-753482.cif,downloaded,downloaded
BAT_01464,Mn2Co5O12,mp-757022,mp-774397,BAT_01464_mp-757022.cif,BAT_01464_mp-774397.cif,downloaded,downloaded
BAT_01465,Mn3CoO8,mp-773167,mp-1177633,BAT_01465_mp-773167.cif,BAT_01465_mp-1177633.cif,downloaded,downloaded
BAT_01466,MnCo3O8,mp-753551,mp-753177,BAT_01466_mp-753551.cif,BAT_01466_mp-753177.cif,downloaded,downloaded
BAT_01467,MnCo5O12,mp-755620,mp-1177382,BAT_01467_mp-755620.cif,BAT_01467_mp-1177382.cif,downloaded,downloaded
BAT_01468,Mn3CoO8,mp-771970,mp-1301464,BAT_01468_mp-771970.cif,BAT_01468_mp-1301464.cif,downloaded,downloaded
BAT_01469,Mn3Co5O16,mp-756736,mp-754275,BAT_01469_mp-756736.cif,BAT_01469_mp-754275.cif,downloaded,downloaded
BAT_01470,Mn3CoO8,mp-758012,mp-1177935,BAT_01470_mp-758012.cif,BAT_01470_mp-1177935.cif,downloaded,downloaded
BAT_01471,Mn(CoO3)2,mp-763057,mp-761633,BAT_01471_mp-763057.cif,BAT_01471_mp-761633.cif,downloaded,downloaded
BAT_01472,Mn5CoO12,mp-755555,mp-771545,BAT_01472_mp-755555.cif,BAT_01472_mp-771545.cif,downloaded,downloaded
BAT_01473,Mn4CoO8,mp-755442,mp-755577,BAT_01473_mp-755442.cif,BAT_01473_mp-755577.cif,downloaded,downloaded
BAT_01474,MnCoO4,mp-756184,mp-757164,BAT_01474_mp-756184.cif,BAT_01474_mp-757164.cif,downloaded,downloaded
BAT_01475,Mn(CoO3)2,mp-759777,mp-1177992,BAT_01475_mp-759777.cif,BAT_01475_mp-1177992.cif,downloaded,downloaded
BAT_01476,Mn(CoO2)4,mp-757157,mp-756302,BAT_01476_mp-757157.cif,BAT_01476_mp-756302.cif,downloaded,downloaded
BAT_01477,Mn5Co3O16,mp-756965,mp-768354,BAT_01477_mp-756965.cif,BAT_01477_mp-768354.cif,downloaded,downloaded
BAT_01478,MnCo3O8,mp-757029,mp-757026,BAT_01478_mp-757029.cif,BAT_01478_mp-757026.cif,downloaded,downloaded
BAT_01479,MnCo3O8,mp-867992,mp-761940,BAT_01479_mp-867992.cif,BAT_01479_mp-761940.cif,downloaded,downloaded
BAT_01480,Mn3CoO8,mp-756482,mp-1287701,BAT_01480_mp-756482.cif,BAT_01480_mp-1287701.cif,downloaded,downloaded
BAT_01481,Mn2Co3O10,mp-778482,mp-861490,BAT_01481_mp-778482.cif,BAT_01481_mp-861490.cif,downloaded,downloaded
BAT_01482,MnCo(PO4)2,mp-775270,mp-1177107,BAT_01482_mp-775270.cif,BAT_01482_mp-1177107.cif,downloaded,downloaded
BAT_01483,MnCo3(PO4)4,mp-775179,mp-757104,BAT_01483_mp-775179.cif,BAT_01483_mp-757104.cif,downloaded,downloaded
BAT_01484,Mn3Co(PO4)6,mp-757859,mp-1177025,BAT_01484_mp-757859.cif,BAT_01484_mp-1177025.cif,downloaded,downloaded
BAT_01486,Mn2Co(PO4)3,mp-757011,mp-757760,BAT_01486_mp-757011.cif,BAT_01486_mp-757760.cif,downloaded,downloaded
BAT_01487,Mn7Co(PO4)12,mp-758047,mp-758412,BAT_01487_mp-758047.cif,BAT_01487_mp-758412.cif,downloaded,downloaded
BAT_01488,Mn5Co(PO4)6,mp-771641,mp-760813,BAT_01488_mp-771641.cif,BAT_01488_mp-760813.cif,downloaded,downloaded
BAT_01489,Mn3Co3(SbO8)2,mp-863857,mp-758093,BAT_01489_mp-863857.cif,BAT_01489_mp-758093.cif,downloaded,downloaded
BAT_01490,Mn3Co(PO4)4,mp-757412,mp-758017,BAT_01490_mp-757412.cif,BAT_01490_mp-758017.cif,downloaded,downloaded
BAT_01491,Mn3Co3(SnO8)2,mp-770554,mp-777041,BAT_01491_mp-770554.cif,BAT_01491_mp-777041.cif,downloaded,downloaded
BAT_01492,Mn2Co3Te3O16,mp-755888,mp-753987,BAT_01492_mp-755888.cif,BAT_01492_mp-753987.cif,downloaded,downloaded
BAT_01493,Ti3Mn2Co3O16,mp-757180,mp-757980,BAT_01493_mp-757180.cif,BAT_01493_mp-757980.cif,downloaded,downloaded
BAT_01494,Mn3Co2Te3O16,mp-755884,mp-753545,BAT_01494_mp-755884.cif,BAT_01494_mp-753545.cif,downloaded,downloaded
BAT_01495,Mn3Co3(TeO8)2,mp-772448,mp-769585,BAT_01495_mp-772448.cif,BAT_01495_mp-769585.cif,downloaded,downloaded
BAT_01497,Mn3V2Co3O16,mp-768525,mp-756676,BAT_01497_mp-768525.cif,BAT_01497_mp-756676.cif,downloaded,downloaded
BAT_01498,MnV4CoO12,mp-756893,mp-1177907,BAT_01498_mp-756893.cif,BAT_01498_mp-1177907.cif,downloaded,downloaded
BAT_01499,Na2CoO4,mp-861533,mp-504854,BAT_01499_mp-861533.cif,BAT_01499_mp-504854.cif,downloaded,downloaded
BAT_01500,NbCo3O8,mp-761589,mp-757558,BAT_01500_mp-761589.cif,BAT_01500_mp-757558.cif,downloaded,downloaded
BAT_01501,NbCo3(PO4)6,mp-1176608,mp-758592,BAT_01501_mp-1176608.cif,BAT_01501_mp-758592.cif,downloaded,downloaded
BAT_01502,Co3NiO8,mp-753483,mp-753237,BAT_01502_mp-753483.cif,BAT_01502_mp-753237.cif,downloaded,downloaded
BAT_01503,Co3NiO8,mp-1275497,mp-1293179,BAT_01503_mp-1275497.cif,BAT_01503_mp-1293179.cif,downloaded,downloaded
BAT_01504,Co2NiO6,mp-753469,mp-765538,BAT_01504_mp-753469.cif,BAT_01504_mp-765538.cif,downloaded,downloaded
BAT_01505,CoNiO4,mp-777850,mp-1276757,BAT_01505_mp-777850.cif,BAT_01505_mp-1276757.cif,downloaded,downloaded
BAT_01506,CoNiO4,mp-754509,mp-753536,BAT_01506_mp-754509.cif,BAT_01506_mp-753536.cif,downloaded,downloaded
BAT_01507,Co2Ni3O10,mp-779900,mp-755607,BAT_01507_mp-779900.cif,BAT_01507_mp-755607.cif,downloaded,downloaded
BAT_01508,Co3NiO8,mp-752738,mp-867537,BAT_01508_mp-752738.cif,BAT_01508_mp-867537.cif,downloaded,downloaded
BAT_01509,Co3NiO8,mp-1318786,mp-1307939,BAT_01509_mp-1318786.cif,BAT_01509_mp-1307939.cif,downloaded,downloaded
BAT_01510,CoNi3O8,mp-1178027,mp-867640,BAT_01510_mp-1178027.cif,BAT_01510_mp-867640.cif,downloaded,downloaded
BAT_01511,Co4NiO8,mp-2215121,mp-754464,BAT_01511_mp-2215121.cif,BAT_01511_mp-754464.cif,downloaded,downloaded
BAT_01512,Co2Ni3O10,mp-1177722,mp-769553,BAT_01512_mp-1177722.cif,BAT_01512_mp-769553.cif,downloaded,downloaded
BAT_01513,CoNi9O20,mp-1176867,mp-769507,BAT_01513_mp-1176867.cif,BAT_01513_mp-769507.cif,downloaded,downloaded
BAT_01514,Co5NiO12,mp-773511,mp-755767,BAT_01514_mp-773511.cif,BAT_01514_mp-755767.cif,downloaded,downloaded
BAT_01515,Co3Ni5O16,mp-772319,mp-760934,BAT_01515_mp-772319.cif,BAT_01515_mp-760934.cif,downloaded,downloaded
BAT_01516,Co(NiO3)2,mp-757774,mp-760869,BAT_01516_mp-757774.cif,BAT_01516_mp-760869.cif,downloaded,downloaded
BAT_01517,Co(NiO2)4,mp-756594,mp-756787,BAT_01517_mp-756594.cif,BAT_01517_mp-756787.cif,downloaded,downloaded
BAT_01518,CoNi9O20,mp-1120825,mp-759912,BAT_01518_mp-1120825.cif,BAT_01518_mp-759912.cif,downloaded,downloaded
BAT_01519,Co5Ni3O16,mp-772632,mp-759805,BAT_01519_mp-772632.cif,BAT_01519_mp-759805.cif,downloaded,downloaded
BAT_01520,Co3NiO8,mp-773140,mp-759916,BAT_01520_mp-773140.cif,BAT_01520_mp-759916.cif,downloaded,downloaded
BAT_01521,CoNi(PO4)2,mp-765340,mp-757611,BAT_01521_mp-765340.cif,BAT_01521_mp-757611.cif,downloaded,downloaded
BAT_01522,Co3Ni(PO4)4,mp-775307,mp-770952,BAT_01522_mp-775307.cif,BAT_01522_mp-770952.cif,downloaded,downloaded
BAT_01523,Ti3Co3(NiO8)2,mp-763517,mp-774315,BAT_01523_mp-763517.cif,BAT_01523_mp-774315.cif,downloaded,downloaded
BAT_01524,Co3Ni3(TeO8)2,mp-850530,mp-757279,BAT_01524_mp-850530.cif,BAT_01524_mp-757279.cif,downloaded,downloaded
BAT_01525,CoO2,mp-25234,mp-22526,BAT_01525_mp-25234.cif,BAT_01525_mp-22526.cif,downloaded,downloaded
BAT_01526,CoO2,mp-1275937,mp-755386,BAT_01526_mp-1275937.cif,BAT_01526_mp-755386.cif,downloaded,downloaded
BAT_01527,CoO3,mp-753251,mp-850281,BAT_01527_mp-753251.cif,BAT_01527_mp-850281.cif,downloaded,downloaded
BAT_01528,CoO2,mp-761027,mp-1638660,BAT_01528_mp-761027.cif,BAT_01528_mp-1638660.cif,downloaded,downloaded
BAT_01529,CoO2,mp-754748,mp-753473,BAT_01529_mp-754748.cif,BAT_01529_mp-753473.cif,downloaded,downloaded
BAT_01530,CoO3,mp-773514,mp-849462,BAT_01530_mp-773514.cif,BAT_01530_mp-849462.cif,downloaded,downloaded
BAT_01531,CoO2,mp-754720,mp-705847,BAT_01531_mp-754720.cif,BAT_01531_mp-705847.cif,downloaded,downloaded
BAT_01532,CoO3,mp-764768,mp-755593,BAT_01532_mp-764768.cif,BAT_01532_mp-755593.cif,downloaded,downloaded
BAT_01533,CoO2,mp-756488,mp-756773,BAT_01533_mp-756488.cif,BAT_01533_mp-756773.cif,downloaded,downloaded
BAT_01534,CoO4,mp-776004,mp-18925,BAT_01534_mp-776004.cif,BAT_01534_mp-18925.cif,downloaded,downloaded
BAT_01535,Co15O28,mp-766681,mp-766887,BAT_01535_mp-766681.cif,BAT_01535_mp-766887.cif,downloaded,downloaded
BAT_01536,CoO2,mp-755508,mp-780140,BAT_01536_mp-755508.cif,BAT_01536_mp-780140.cif,downloaded,downloaded
BAT_01537,Co7O12,mp-756900,mp-756433,BAT_01537_mp-756900.cif,BAT_01537_mp-756433.cif,downloaded,downloaded
BAT_01538,CoO4,mp-759339,mp-779022,BAT_01538_mp-759339.cif,BAT_01538_mp-779022.cif,downloaded,downloaded
BAT_01540,Co13O28,mp-759373,mp-777836,BAT_01540_mp-759373.cif,BAT_01540_mp-777836.cif,downloaded,downloaded
BAT_01541,CoO2,mp-1278937,mp-849273,BAT_01541_mp-1278937.cif,BAT_01541_mp-849273.cif,downloaded,downloaded
BAT_01542,Co21O40,mp-850026,mp-705640,BAT_01542_mp-850026.cif,BAT_01542_mp-705640.cif,downloaded,downloaded
BAT_01543,CoO4,mp-759349,mp-1177487,BAT_01543_mp-759349.cif,BAT_01543_mp-1177487.cif,downloaded,downloaded
BAT_01544,CoO4,mp-759702,mp-773454,BAT_01544_mp-759702.cif,BAT_01544_mp-773454.cif,downloaded,downloaded
BAT_01546,Co5O12,mp-759802,mp-771155,BAT_01546_mp-759802.cif,BAT_01546_mp-771155.cif,downloaded,downloaded
BAT_01548,Co2(PO3)5,mp-1101575,mp-1101526,BAT_01548_mp-1101575.cif,BAT_01548_mp-1101526.cif,downloaded,downloaded
BAT_01549,Co3(P2O7)2,mp-584339,mp-540469,BAT_01549_mp-584339.cif,BAT_01549_mp-540469.cif,downloaded,downloaded
BAT_01550,CoP2O7,mp-689964,mp-26647,BAT_01550_mp-689964.cif,BAT_01550_mp-26647.cif,downloaded,downloaded
BAT_01551,Co2P5O16,mp-27024,mp-26203,BAT_01551_mp-27024.cif,BAT_01551_mp-26203.cif,downloaded,downloaded
BAT_01552,Co(PO3)4,mp-690004,mp-540530,BAT_01552_mp-690004.cif,BAT_01552_mp-540530.cif,downloaded,downloaded
BAT_01553,Co2(PO4)3,mp-863391,mp-780435,BAT_01553_mp-863391.cif,BAT_01553_mp-780435.cif,downloaded,downloaded
BAT_01554,Co3(PO4)4,mp-540169,mp-26177,BAT_01554_mp-540169.cif,BAT_01554_mp-26177.cif,downloaded,downloaded
BAT_01555,Co(PO3)4,mp-26724,mp-31600,BAT_01555_mp-26724.cif,BAT_01555_mp-31600.cif,downloaded,downloaded
BAT_01556,CoP2O7,mp-26662,mp-705332,BAT_01556_mp-26662.cif,BAT_01556_mp-705332.cif,downloaded,downloaded
BAT_01557,CoP2O7,mp-26716,mp-26715,BAT_01557_mp-26716.cif,BAT_01557_mp-26715.cif,downloaded,downloaded
BAT_01558,CoPO4,mp-540391,mp-758022,BAT_01558_mp-540391.cif,BAT_01558_mp-758022.cif,downloaded,downloaded
BAT_01559,CoP2O7,mp-697814,mp-26847,BAT_01559_mp-697814.cif,BAT_01559_mp-26847.cif,downloaded,downloaded
BAT_01560,CoPO4,mp-689943,mp-757804,BAT_01560_mp-689943.cif,BAT_01560_mp-757804.cif,downloaded,downloaded
BAT_01561,CoPO4,mp-504098,mp-1662205,BAT_01561_mp-504098.cif,BAT_01561_mp-1662205.cif,downloaded,downloaded
BAT_01563,CoPO4,mp-25954,mp-25953,BAT_01563_mp-25954.cif,BAT_01563_mp-25953.cif,downloaded,downloaded
BAT_01564,Co3(PO4)4,mp-26190,mp-31614,BAT_01564_mp-26190.cif,BAT_01564_mp-31614.cif,downloaded,downloaded
BAT_01565,CoPO4,mp-704189,mp-25889,BAT_01565_mp-704189.cif,BAT_01565_mp-25889.cif,downloaded,downloaded
BAT_01566,Co5(P2O7)4,mp-704226,mp-504376,BAT_01566_mp-704226.cif,BAT_01566_mp-504376.cif,downloaded,downloaded
BAT_01567,Co2P3O10,mp-540204,mp-504230,BAT_01567_mp-540204.cif,BAT_01567_mp-504230.cif,downloaded,downloaded
BAT_01568,Co(PO4)2,mp-583967,mp-25995,BAT_01568_mp-583967.cif,BAT_01568_mp-25995.cif,downloaded,downloaded
BAT_01569,CoPO4,mp-689940,mp-26989,BAT_01569_mp-689940.cif,BAT_01569_mp-26989.cif,downloaded,downloaded
BAT_01571,Co(PO3)3,mp-26992,mp-26991,BAT_01571_mp-26992.cif,BAT_01571_mp-26991.cif,downloaded,downloaded
BAT_01572,CoP2O7,mp-26996,mp-778815,BAT_01572_mp-26996.cif,BAT_01572_mp-778815.cif,downloaded,downloaded
BAT_01573,CoP2O7,mp-705301,mp-26333,BAT_01573_mp-705301.cif,BAT_01573_mp-26333.cif,downloaded,downloaded
BAT_01574,Co(PO3)4,mp-26432,mp-26359,BAT_01574_mp-26432.cif,BAT_01574_mp-26359.cif,downloaded,downloaded
BAT_01577,CoPO4,mp-704240,mp-26021,BAT_01577_mp-704240.cif,BAT_01577_mp-26021.cif,downloaded,downloaded
BAT_01578,Co3(P2O7)2,mp-27010,mp-584122,BAT_01578_mp-27010.cif,BAT_01578_mp-584122.cif,downloaded,downloaded
BAT_01579,Co3P8O29,mp-705373,mp-583985,BAT_01579_mp-705373.cif,BAT_01579_mp-583985.cif,downloaded,downloaded
BAT_01580,CoPO4,mp-753839,mp-758248,BAT_01580_mp-753839.cif,BAT_01580_mp-758248.cif,downloaded,downloaded
BAT_01581,CoPO4,mp-766042,mp-757672,BAT_01581_mp-766042.cif,BAT_01581_mp-757672.cif,downloaded,downloaded
BAT_01582,CoP2O7,mp-26780,mp-697726,BAT_01582_mp-26780.cif,BAT_01582_mp-697726.cif,downloaded,downloaded
BAT_01583,CoP2O7,mp-27044,mp-27043,BAT_01583_mp-27044.cif,BAT_01583_mp-27043.cif,downloaded,downloaded
BAT_01585,CoP2O7,mp-540133,mp-26089,BAT_01585_mp-540133.cif,BAT_01585_mp-26089.cif,downloaded,downloaded
BAT_01586,CoPO4,mp-27046,mp-27045,BAT_01586_mp-27046.cif,BAT_01586_mp-27045.cif,downloaded,downloaded
BAT_01587,CoP2O7,mp-540262,mp-26423,BAT_01587_mp-540262.cif,BAT_01587_mp-26423.cif,downloaded,downloaded
BAT_01588,CoP2O7,mp-1244500,mp-31604,BAT_01588_mp-1244500.cif,BAT_01588_mp-31604.cif,downloaded,downloaded
BAT_01590,Co(PO3)4,mp-729135,mp-705277,BAT_01590_mp-729135.cif,BAT_01590_mp-705277.cif,downloaded,downloaded
BAT_01591,Co(PO3)3,mp-26460,mp-504262,BAT_01591_mp-26460.cif,BAT_01591_mp-504262.cif,downloaded,downloaded
BAT_01592,CoPO4,mp-754127,mp-757902,BAT_01592_mp-754127.cif,BAT_01592_mp-757902.cif,downloaded,downloaded
BAT_01593,Co3P3O11,mp-25878,mp-584239,BAT_01593_mp-25878.cif,BAT_01593_mp-584239.cif,downloaded,downloaded
BAT_01594,CoP2O7,mp-26646,mp-26515,BAT_01594_mp-26646.cif,BAT_01594_mp-26515.cif,downloaded,downloaded
BAT_01595,Co2P3O10,mp-25270,mp-22042,BAT_01595_mp-25270.cif,BAT_01595_mp-22042.cif,downloaded,downloaded
BAT_01596,CoP2O7,mp-754170,mp-757366,BAT_01596_mp-754170.cif,BAT_01596_mp-757366.cif,downloaded,downloaded
BAT_01597,Co9(P2O7)8,mp-705379,mp-504263,BAT_01597_mp-705379.cif,BAT_01597_mp-504263.cif,downloaded,downloaded
BAT_01598,CoP2O7,mp-26198,mp-26197,BAT_01598_mp-26198.cif,BAT_01598_mp-26197.cif,downloaded,downloaded
BAT_01599,Co3(PO4)4,mp-585038,mp-26135,BAT_01599_mp-585038.cif,BAT_01599_mp-26135.cif,downloaded,downloaded
BAT_01600,Co5(P3O11)2,mp-26552,mp-26551,BAT_01600_mp-26552.cif,BAT_01600_mp-26551.cif,downloaded,downloaded
BAT_01601,Co(PO3)4,mp-540064,mp-31560,BAT_01601_mp-540064.cif,BAT_01601_mp-31560.cif,downloaded,downloaded
BAT_01602,Co3(PO4)4,mp-31554,mp-26201,BAT_01602_mp-31554.cif,BAT_01602_mp-26201.cif,downloaded,downloaded
BAT_01605,CoPO4,mp-540093,mp-26017,BAT_01605_mp-540093.cif,BAT_01605_mp-26017.cif,downloaded,downloaded
BAT_01606,CoPO4,mp-861694,mp-757936,BAT_01606_mp-861694.cif,BAT_01606_mp-757936.cif,downloaded,downloaded
BAT_01607,CoP2O7,mp-766033,mp-757776,BAT_01607_mp-766033.cif,BAT_01607_mp-757776.cif,downloaded,downloaded
BAT_01608,CoPO4,mp-766076,mp-757630,BAT_01608_mp-766076.cif,BAT_01608_mp-757630.cif,downloaded,downloaded
BAT_01609,Co(PO3)3,mp-584429,mp-584674,BAT_01609_mp-584429.cif,BAT_01609_mp-584674.cif,downloaded,downloaded
BAT_01610,Co5(P2O7)4,mp-1178442,mp-769575,BAT_01610_mp-1178442.cif,BAT_01610_mp-769575.cif,downloaded,downloaded
BAT_01611,Co2(PO4)3,mp-758304,mp-773159,BAT_01611_mp-758304.cif,BAT_01611_mp-773159.cif,downloaded,downloaded
BAT_01612,CoPO4,mp-850025,mp-757563,BAT_01612_mp-850025.cif,BAT_01612_mp-757563.cif,downloaded,downloaded
BAT_01613,CoPO4,mp-777241,mp-772438,BAT_01613_mp-777241.cif,BAT_01613_mp-772438.cif,downloaded,downloaded
BAT_01614,CoPO4,mp-1178446,mp-758373,BAT_01614_mp-1178446.cif,BAT_01614_mp-758373.cif,downloaded,downloaded
BAT_01615,Co3P4O15,mp-849725,mp-778384,BAT_01615_mp-849725.cif,BAT_01615_mp-778384.cif,downloaded,downloaded
BAT_01616,CoPO4,mp-849770,mp-1176778,BAT_01616_mp-849770.cif,BAT_01616_mp-1176778.cif,downloaded,downloaded
BAT_01617,CoPO4,mp-776270,mp-776295,BAT_01617_mp-776270.cif,BAT_01617_mp-776295.cif,downloaded,downloaded
BAT_01618,Co3Sn(PO4)4,mp-775131,mp-757004,BAT_01618_mp-775131.cif,BAT_01618_mp-757004.cif,downloaded,downloaded
BAT_01619,Co3Sb(PO4)6,mp-764378,mp-774592,BAT_01619_mp-764378.cif,BAT_01619_mp-774592.cif,downloaded,downloaded
BAT_01620,CoSn(PO4)2,mp-863354,mp-1661734,BAT_01620_mp-863354.cif,BAT_01620_mp-1661734.cif,downloaded,downloaded
BAT_01621,VCo3(PO4)4,mp-757057,mp-1177182,BAT_01621_mp-757057.cif,BAT_01621_mp-1177182.cif,downloaded,downloaded
BAT_01622,VCo3(PO4)6,mp-768928,mp-760152,BAT_01622_mp-768928.cif,BAT_01622_mp-760152.cif,downloaded,downloaded
BAT_01623,V3Co(PO4)4,mp-774635,mp-765840,BAT_01623_mp-774635.cif,BAT_01623_mp-765840.cif,downloaded,downloaded
BAT_01625,Co2(SO4)3,mp-1178458,mp-778578,BAT_01625_mp-1178458.cif,BAT_01625_mp-778578.cif,downloaded,downloaded
BAT_01627,Co(SO4)2,mp-771768,mp-774464,BAT_01627_mp-771768.cif,BAT_01627_mp-774464.cif,downloaded,downloaded
BAT_01628,Co(SO4)2,mp-772268,mp-1176804,BAT_01628_mp-772268.cif,BAT_01628_mp-1176804.cif,downloaded,downloaded
BAT_01629,Co5SbO12,mp-753116,mp-757593,BAT_01629_mp-753116.cif,BAT_01629_mp-757593.cif,downloaded,downloaded
BAT_01630,Co3SbO8,mp-752854,mp-1177495,BAT_01630_mp-752854.cif,BAT_01630_mp-1177495.cif,downloaded,downloaded
BAT_01632,CoSbO4,mp-758123,mp-773085,BAT_01632_mp-758123.cif,BAT_01632_mp-773085.cif,downloaded,downloaded
BAT_01633,Co3SbO8,mp-757530,mp-757930,BAT_01633_mp-757530.cif,BAT_01633_mp-757930.cif,downloaded,downloaded
BAT_01634,CoSiO4,mp-763240,mp-758372,BAT_01634_mp-763240.cif,BAT_01634_mp-758372.cif,downloaded,downloaded
BAT_01635,Co(SiO3)2,mp-1341839,mp-753876,BAT_01635_mp-1341839.cif,BAT_01635_mp-753876.cif,downloaded,downloaded
BAT_01636,Co(SiO3)2,mp-755994,mp-753142,BAT_01636_mp-755994.cif,BAT_01636_mp-753142.cif,downloaded,downloaded
BAT_01637,Ti3Co3(SbO8)2,mp-762505,mp-773002,BAT_01637_mp-762505.cif,BAT_01637_mp-773002.cif,downloaded,downloaded
BAT_01638,Co3(SeO3)4,mp-775276,mp-562404,BAT_01638_mp-775276.cif,BAT_01638_mp-562404.cif,downloaded,downloaded
BAT_01639,CoSiO4,mp-763253,mp-753828,BAT_01639_mp-763253.cif,BAT_01639_mp-753828.cif,downloaded,downloaded
BAT_01640,CoSiO4,mp-778061,mp-764957,BAT_01640_mp-778061.cif,BAT_01640_mp-764957.cif,downloaded,downloaded
BAT_01641,CoSiO4,mp-763255,mp-753732,BAT_01641_mp-763255.cif,BAT_01641_mp-753732.cif,downloaded,downloaded
BAT_01642,CoSiO4,mp-757822,mp-1248621,BAT_01642_mp-757822.cif,BAT_01642_mp-1248621.cif,downloaded,downloaded
BAT_01643,CoSiO4,mp-1177732,mp-758637,BAT_01643_mp-1177732.cif,BAT_01643_mp-758637.cif,downloaded,downloaded
BAT_01644,CoSiO4,mp-25268,mp-781591,BAT_01644_mp-25268.cif,BAT_01644_mp-781591.cif,downloaded,downloaded
BAT_01645,CoSiO5,mp-849671,mp-758411,BAT_01645_mp-849671.cif,BAT_01645_mp-758411.cif,downloaded,downloaded
BAT_01646,CoSiO4,mp-762880,mp-759671,BAT_01646_mp-762880.cif,BAT_01646_mp-759671.cif,downloaded,downloaded
BAT_01647,CoSiO4,mp-759261,mp-761247,BAT_01647_mp-759261.cif,BAT_01647_mp-761247.cif,downloaded,downloaded
BAT_01648,Co2Si3O10,mp-849656,mp-757921,BAT_01648_mp-849656.cif,BAT_01648_mp-757921.cif,downloaded,downloaded
BAT_01649,CoSiO4,mp-778490,mp-758473,BAT_01649_mp-778490.cif,BAT_01649_mp-758473.cif,downloaded,downloaded
BAT_01650,CoSiO4,mp-777657,mp-760516,BAT_01650_mp-777657.cif,BAT_01650_mp-760516.cif,downloaded,downloaded
BAT_01651,CoSiO4,mp-758703,mp-758638,BAT_01651_mp-758703.cif,BAT_01651_mp-758638.cif,downloaded,downloaded
BAT_01652,Co3(SiO4)2,mp-849520,mp-758078,BAT_01652_mp-849520.cif,BAT_01652_mp-758078.cif,downloaded,downloaded
BAT_01653,Co3SnO8,mp-771769,mp-772420,BAT_01653_mp-771769.cif,BAT_01653_mp-772420.cif,downloaded,downloaded
