battery_id,framework_formula,id_charge,id_discharge,charge_file,discharge_file,charge_status,discharge_status
BAT_00752,VGa3O8,mp-755571,mp-771646,BAT_00752_mp-755571.cif,BAT_00752_mp-771646.cif,downloaded,downloaded
BAT_00755,NiGe3O8,mp-543103,mp-21650,BAT_00755_mp-543103.cif,BAT_00755_mp-21650.cif,downloaded,downloaded
BAT_00756,V2SiGeO10,mp-756174,mp-772830,BAT_00756_mp-756174.cif,BAT_00756_mp-772830.cif,downloaded,downloaded
BAT_00757,V2SiGeO10,mp-766106,mp-766048,BAT_00757_mp-766106.cif,BAT_00757_mp-766048.cif,downloaded,downloaded
BAT_00758,V(GeO3)2,mp-775220,mp-559680,BAT_00758_mp-775220.cif,BAT_00758_mp-559680.cif,downloaded,downloaded
BAT_00760,VGeO5,mp-850438,mp-18809,BAT_00760_mp-850438.cif,BAT_00760_mp-18809.cif,downloaded,downloaded
BAT_00763,MnPHO5,mp-756230,mp-754995,BAT_00763_mp-756230.cif,BAT_00763_mp-754995.cif,downloaded,downloaded
BAT_00764,MnP2HO8,mp-779443,mp-759656,BAT_00764_mp-779443.cif,BAT_00764_mp-759656.cif,downloaded,downloaded
BAT_00766,MnPH2O5,mp-23895,mp-1235619,BAT_00766_mp-23895.cif,BAT_00766_mp-1235619.cif,downloaded,downloaded
BAT_00767,Mn2P4H3O16,mp-763324,mp-771909,BAT_00767_mp-763324.cif,BAT_00767_mp-771909.cif,downloaded,downloaded
BAT_00768,MnP2HO7,mp-734805,mp-783907,BAT_00768_mp-734805.cif,BAT_00768_mp-783907.cif,downloaded,downloaded
BAT_00769,MnVP2(HO5)2,mp-753350,mp-849445,BAT_00769_mp-753350.cif,BAT_00769_mp-849445.cif,downloaded,downloaded
BAT_00770,MnVP2(HO5)2,mp-1235750,mp-753439,BAT_00770_mp-1235750.cif,BAT_00770_mp-753439.cif,downloaded,downloaded
BAT_00771,MnH4(SO5)2,mp-772662,mp-772240,BAT_00771_mp-772662.cif,BAT_00771_mp-772240.cif,downloaded,downloaded
BAT_00773,MnH4(SO5)2,mp-1176828,mp-772273,BAT_00773_mp-1176828.cif,BAT_00773_mp-772273.cif,downloaded,downloaded
BAT_00774,MnH6(S2O9)2,mp-779879,mp-777769,BAT_00774_mp-779879.cif,BAT_00774_mp-777769.cif,downloaded,downloaded
BAT_00775,MnH8(SO6)2,mp-778207,mp-831237,BAT_00775_mp-778207.cif,BAT_00775_mp-831237.cif,downloaded,downloaded
BAT_00776,NiH12(SO7)2,mp-1101430,mp-771658,BAT_00776_mp-1101430.cif,BAT_00776_mp-771658.cif,downloaded,downloaded
BAT_00782,VP2HO8,mp-776478,mp-754990,BAT_00782_mp-776478.cif,BAT_00782_mp-754990.cif,downloaded,downloaded
BAT_00783,VP2HO8,mp-779002,mp-850257,BAT_00783_mp-779002.cif,BAT_00783_mp-850257.cif,downloaded,downloaded
BAT_00785,V2P4H3O16,mp-755425,mp-752967,BAT_00785_mp-755425.cif,BAT_00785_mp-752967.cif,downloaded,downloaded
BAT_00786,VP2HO8,mp-779208,mp-1177507,BAT_00786_mp-779208.cif,BAT_00786_mp-1177507.cif,downloaded,downloaded
BAT_00787,VP2HO8,mp-780479,mp-753516,BAT_00787_mp-780479.cif,BAT_00787_mp-753516.cif,downloaded,downloaded
BAT_00788,VPHO5,mp-1101197,mp-1275571,BAT_00788_mp-1101197.cif,BAT_00788_mp-1275571.cif,downloaded,downloaded
BAT_00789,VSi4(HO6)2,mp-761158,mp-1266205,BAT_00789_mp-761158.cif,BAT_00789_mp-1266205.cif,downloaded,downloaded
BAT_00790,VP2HO8,mp-780630,mp-781078,BAT_00790_mp-780630.cif,BAT_00790_mp-781078.cif,downloaded,downloaded
BAT_00794,KMnO2,mp-1290836,mp-770699,BAT_00794_mp-1290836.cif,BAT_00794_mp-770699.cif,downloaded,downloaded
BAT_00796,KMnO2,mp-25544,mp-549671,BAT_00796_mp-25544.cif,BAT_00796_mp-549671.cif,downloaded,downloaded
BAT_00803,K2NiO4,mp-773004,mp-774432,BAT_00803_mp-773004.cif,BAT_00803_mp-774432.cif,downloaded,downloaded
BAT_00825,LaTi2O6,mp-1222737,mp-1222315,BAT_00825_mp-1222737.cif,BAT_00825_mp-1222315.cif,downloaded,downloaded
BAT_00829,Mg2Mn3O8,mp-756696,mp-756823,BAT_00829_mp-756696.cif,BAT_00829_mp-756823.cif,downloaded,downloaded
BAT_00831,Mg(NiO2)4,mp-756552,mp-756610,BAT_00831_mp-756552.cif,BAT_00831_mp-756610.cif,downloaded,downloaded
BAT_00832,MgNi3O8,mp-756920,mp-1280637,BAT_00832_mp-756920.cif,BAT_00832_mp-1280637.cif,downloaded,downloaded
BAT_00833,Mg(Ni6O13)2,mp-759215,mp-769522,BAT_00833_mp-759215.cif,BAT_00833_mp-769522.cif,downloaded,downloaded
BAT_00842,Na5Mn2O8,mp-780612,mp-554028,BAT_00842_mp-780612.cif,BAT_00842_mp-554028.cif,downloaded,downloaded
BAT_00843,NaMnP2O7,mp-1192230,mp-775876,BAT_00843_mp-1192230.cif,BAT_00843_mp-775876.cif,downloaded,downloaded
BAT_00844,Na2Mn(PO3)5,mp-553997,mp-760056,BAT_00844_mp-553997.cif,BAT_00844_mp-760056.cif,downloaded,downloaded
BAT_00845,Mn2NbNi3(PO4)6,mp-1176556,mp-776611,BAT_00845_mp-1176556.cif,BAT_00845_mp-776611.cif,downloaded,downloaded
BAT_00847,Mn3NbO8,mp-1176463,mp-756486,BAT_00847_mp-1176463.cif,BAT_00847_mp-756486.cif,downloaded,downloaded
BAT_00848,MnNb4O12,mp-775807,mp-780417,BAT_00848_mp-775807.cif,BAT_00848_mp-780417.cif,downloaded,downloaded
BAT_00849,Mn3Nb(PO4)4,mp-775197,mp-861478,BAT_00849_mp-775197.cif,BAT_00849_mp-861478.cif,downloaded,downloaded
BAT_00850,Mn3Nb(PO4)6,mp-775181,mp-849778,BAT_00850_mp-775181.cif,BAT_00850_mp-849778.cif,downloaded,downloaded
BAT_00851,Mn7Nb(PO4)12,mp-776750,mp-780717,BAT_00851_mp-776750.cif,BAT_00851_mp-780717.cif,downloaded,downloaded
BAT_00852,MnNi3O8,mp-752530,mp-1177345,BAT_00852_mp-752530.cif,BAT_00852_mp-1177345.cif,downloaded,downloaded
BAT_00853,MnNiO4,mp-756366,mp-753347,BAT_00853_mp-756366.cif,BAT_00853_mp-753347.cif,downloaded,downloaded
BAT_00854,Mn2Ni3O10,mp-758690,mp-754927,BAT_00854_mp-758690.cif,BAT_00854_mp-754927.cif,downloaded,downloaded
BAT_00855,Mn3NiO8,mp-1176568,mp-760206,BAT_00855_mp-1176568.cif,BAT_00855_mp-760206.cif,downloaded,downloaded
BAT_00856,Mn5NiO12,mp-755683,mp-753964,BAT_00856_mp-755683.cif,BAT_00856_mp-753964.cif,downloaded,downloaded
BAT_00858,Mn2NiO6,mp-25285,mp-554979,BAT_00858_mp-25285.cif,BAT_00858_mp-554979.cif,downloaded,downloaded
BAT_00859,Mn15NiO32,mp-851082,mp-772976,BAT_00859_mp-851082.cif,BAT_00859_mp-772976.cif,downloaded,downloaded
BAT_00860,Mn3NiO8,mp-775810,mp-771112,BAT_00860_mp-775810.cif,BAT_00860_mp-771112.cif,downloaded,downloaded
BAT_00861,Mn5Ni3O16,mp-756534,mp-760956,BAT_00861_mp-756534.cif,BAT_00861_mp-760956.cif,downloaded,downloaded
BAT_00863,Mn2Ni5O12,mp-758846,mp-771232,BAT_00863_mp-758846.cif,BAT_00863_mp-771232.cif,downloaded,downloaded
BAT_00864,Mn(NiO3)2,mp-762624,mp-756364,BAT_00864_mp-762624.cif,BAT_00864_mp-756364.cif,downloaded,downloaded
BAT_00865,Mn2NiO6,mp-762633,mp-756831,BAT_00865_mp-762633.cif,BAT_00865_mp-756831.cif,downloaded,downloaded
BAT_00866,Mn4NiO8,mp-757060,mp-756351,BAT_00866_mp-757060.cif,BAT_00866_mp-756351.cif,downloaded,downloaded
BAT_00867,Mn3NiO8,mp-757044,mp-769631,BAT_00867_mp-757044.cif,BAT_00867_mp-769631.cif,downloaded,downloaded
BAT_00868,MnNi(PO4)2,mp-773507,mp-771186,BAT_00868_mp-773507.cif,BAT_00868_mp-771186.cif,downloaded,downloaded
BAT_00869,MnNi(PO4)2,mp-771700,mp-775926,BAT_00869_mp-771700.cif,BAT_00869_mp-775926.cif,downloaded,downloaded
BAT_00871,MnNi(PO4)2,mp-775200,mp-778744,BAT_00871_mp-775200.cif,BAT_00871_mp-778744.cif,downloaded,downloaded
BAT_00872,Mn3Ni(PO4)4,mp-756391,mp-757417,BAT_00872_mp-756391.cif,BAT_00872_mp-757417.cif,downloaded,downloaded
BAT_00873,Mn7Ni(PO4)12,mp-776812,mp-776162,BAT_00873_mp-776812.cif,BAT_00873_mp-776162.cif,downloaded,downloaded
BAT_00874,MnNi3(PO4)4,mp-775024,mp-757099,BAT_00874_mp-775024.cif,BAT_00874_mp-757099.cif,downloaded,downloaded
BAT_00875,Mn5Ni(PO4)6,mp-772291,mp-867956,BAT_00875_mp-772291.cif,BAT_00875_mp-867956.cif,downloaded,downloaded
BAT_00876,Mn2Ni(PO4)3,mp-759483,mp-774573,BAT_00876_mp-759483.cif,BAT_00876_mp-774573.cif,downloaded,downloaded
BAT_00877,Mn2VNi3(PO4)6,mp-759208,mp-770417,BAT_00877_mp-759208.cif,BAT_00877_mp-770417.cif,downloaded,downloaded
BAT_00878,TiMn2Ni3(PO4)6,mp-776680,mp-776756,BAT_00878_mp-776680.cif,BAT_00878_mp-776756.cif,downloaded,downloaded
BAT_00879,Ti2Mn3Ni3O16,mp-767719,mp-777402,BAT_00879_mp-767719.cif,BAT_00879_mp-777402.cif,downloaded,downloaded
BAT_00880,Mn3Ni3(TeO8)2,mp-756438,mp-770951,BAT_00880_mp-756438.cif,BAT_00880_mp-770951.cif,downloaded,downloaded
BAT_00881,MnV4NiO12,mp-850419,mp-862462,BAT_00881_mp-850419.cif,BAT_00881_mp-862462.cif,downloaded,downloaded
BAT_00883,Mn17O40,mp-758827,mp-759819,BAT_00883_mp-758827.cif,BAT_00883_mp-759819.cif,downloaded,downloaded
BAT_00884,MnO2,mp-1177617,mp-756516,BAT_00884_mp-1177617.cif,BAT_00884_mp-756516.cif,downloaded,downloaded
BAT_00885,Mn5O12,mp-758752,mp-756600,BAT_00885_mp-758752.cif,BAT_00885_mp-756600.cif,downloaded,downloaded
BAT_00886,MnO2,mp-25424,mp-754656,BAT_00886_mp-25424.cif,BAT_00886_mp-754656.cif,downloaded,downloaded
BAT_00888,MnO2,mp-759136,mp-756475,BAT_00888_mp-759136.cif,BAT_00888_mp-756475.cif,downloaded,downloaded
BAT_00890,Mn15O32,mp-776603,mp-761797,BAT_00890_mp-776603.cif,BAT_00890_mp-761797.cif,downloaded,downloaded
BAT_00891,MnO2,mp-510408,mp-2861076,BAT_00891_mp-510408.cif,BAT_00891_mp-2861076.cif,downloaded,downloaded
BAT_00892,Mn3O8,mp-758809,mp-1174554,BAT_00892_mp-758809.cif,BAT_00892_mp-1174554.cif,downloaded,downloaded
BAT_00893,MnO2,mp-758273,mp-756747,BAT_00893_mp-758273.cif,BAT_00893_mp-756747.cif,downloaded,downloaded
BAT_00895,Mn7O16,mp-757932,mp-1100519,BAT_00895_mp-757932.cif,BAT_00895_mp-1100519.cif,downloaded,downloaded
BAT_00896,Mn5O8,mp-752536,mp-754811,BAT_00896_mp-752536.cif,BAT_00896_mp-754811.cif,downloaded,downloaded
BAT_00898,Mn3O8,mp-770608,mp-779771,BAT_00898_mp-770608.cif,BAT_00898_mp-779771.cif,downloaded,downloaded
BAT_00899,MnO2,mp-1176651,mp-759775,BAT_00899_mp-1176651.cif,BAT_00899_mp-759775.cif,downloaded,downloaded
BAT_00900,MnO2,mp-510732,mp-18767,BAT_00900_mp-510732.cif,BAT_00900_mp-18767.cif,downloaded,downloaded
BAT_00901,MnO2,mp-19395,mp-1003315,BAT_00901_mp-19395.cif,BAT_00901_mp-1003315.cif,downloaded,downloaded
BAT_00902,MnO2,mp-1407587,mp-756371,BAT_00902_mp-1407587.cif,BAT_00902_mp-756371.cif,downloaded,downloaded
BAT_00903,MnO2,mp-766948,mp-690161,BAT_00903_mp-766948.cif,BAT_00903_mp-690161.cif,downloaded,downloaded
BAT_00904,Mn21O40,mp-766493,mp-530725,BAT_00904_mp-766493.cif,BAT_00904_mp-530725.cif,downloaded,downloaded
BAT_00905,Mn5O12,mp-758668,mp-691115,BAT_00905_mp-758668.cif,BAT_00905_mp-691115.cif,downloaded,downloaded
BAT_00909,MnO2,mp-644514,mp-1016095,BAT_00909_mp-644514.cif,BAT_00909_mp-1016095.cif,downloaded,downloaded
BAT_00910,Mn21O40,mp-849596,mp-776365,BAT_00910_mp-849596.cif,BAT_00910_mp-776365.cif,downloaded,downloaded
BAT_00911,MnO2,mp-1271850,mp-2506805,BAT_00911_mp-1271850.cif,BAT_00911_mp-2506805.cif,downloaded,downloaded
BAT_00912,MnO3,mp-758698,mp-18988,BAT_00912_mp-758698.cif,BAT_00912_mp-18988.cif,downloaded,downloaded
BAT_00913,Mn15O32,mp-867971,mp-769450,BAT_00913_mp-867971.cif,BAT_00913_mp-769450.cif,downloaded,downloaded
BAT_00914,Mn7O12,mp-753234,mp-754393,BAT_00914_mp-753234.cif,BAT_00914_mp-754393.cif,downloaded,downloaded
BAT_00916,MnO2,mp-1177832,mp-762412,BAT_00916_mp-1177832.cif,BAT_00916_mp-762412.cif,downloaded,downloaded
BAT_00917,MnPO4,mp-25972,mp-25971,BAT_00917_mp-25972.cif,BAT_00917_mp-25971.cif,downloaded,downloaded
BAT_00918,Mn(PO3)5,mp-849736,mp-705355,BAT_00918_mp-849736.cif,BAT_00918_mp-705355.cif,downloaded,downloaded
BAT_00919,Mn4(PO4)3,mp-25932,mp-585189,BAT_00919_mp-25932.cif,BAT_00919_mp-585189.cif,downloaded,downloaded
BAT_00921,Mn9(P2O7)8,mp-504117,mp-705402,BAT_00921_mp-504117.cif,BAT_00921_mp-705402.cif,downloaded,downloaded
BAT_00923,Mn(PO3)3,mp-25237,mp-19492,BAT_00923_mp-25237.cif,BAT_00923_mp-19492.cif,downloaded,downloaded
BAT_00924,MnPO4,mp-26220,mp-26219,BAT_00924_mp-26220.cif,BAT_00924_mp-26219.cif,downloaded,downloaded
BAT_00925,MnPO4,mp-26980,mp-18997,BAT_00925_mp-26980.cif,BAT_00925_mp-18997.cif,downloaded,downloaded
BAT_00926,Mn(PO3)3,mp-704236,mp-26019,BAT_00926_mp-704236.cif,BAT_00926_mp-26019.cif,downloaded,downloaded
BAT_00927,MnPO4,mp-26284,mp-31940,BAT_00927_mp-26284.cif,BAT_00927_mp-31940.cif,downloaded,downloaded
BAT_00928,Mn(PO3)4,mp-26274,mp-31950,BAT_00928_mp-26274.cif,BAT_00928_mp-31950.cif,downloaded,downloaded
BAT_00929,Mn3P8O29,mp-1177655,mp-26035,BAT_00929_mp-1177655.cif,BAT_00929_mp-26035.cif,downloaded,downloaded
BAT_00930,Mn4(PO4)3,mp-25970,mp-25969,BAT_00930_mp-25970.cif,BAT_00930_mp-25969.cif,downloaded,downloaded
BAT_00931,MnP2O7,mp-540193,mp-26257,BAT_00931_mp-540193.cif,BAT_00931_mp-26257.cif,downloaded,downloaded
BAT_00932,Mn3P3O13,mp-1047928,mp-1013917,BAT_00932_mp-1047928.cif,BAT_00932_mp-1013917.cif,downloaded,downloaded
BAT_00933,Mn2(PO4)3,mp-26118,mp-849398,BAT_00933_mp-26118.cif,BAT_00933_mp-849398.cif,downloaded,downloaded
BAT_00934,MnP2O7,mp-26340,mp-26339,BAT_00934_mp-26340.cif,BAT_00934_mp-26339.cif,downloaded,downloaded
BAT_00935,MnPO4,mp-27066,mp-1172916,BAT_00935_mp-27066.cif,BAT_00935_mp-1172916.cif,downloaded,downloaded
BAT_00936,Mn3(PO4)4,mp-26060,mp-780723,BAT_00936_mp-26060.cif,BAT_00936_mp-780723.cif,downloaded,downloaded
BAT_00937,MnPO4,mp-540118,mp-26057,BAT_00937_mp-540118.cif,BAT_00937_mp-26057.cif,downloaded,downloaded
BAT_00938,MnP2O7,mp-697742,mp-540421,BAT_00938_mp-697742.cif,BAT_00938_mp-540421.cif,downloaded,downloaded
BAT_00940,MnP2O7,mp-697788,mp-26397,BAT_00940_mp-697788.cif,BAT_00940_mp-26397.cif,downloaded,downloaded
BAT_00941,Mn4(PO4)3,mp-26394,mp-26393,BAT_00941_mp-26394.cif,BAT_00941_mp-26393.cif,downloaded,downloaded
BAT_00942,Mn2(PO4)3,mp-26062,mp-768651,BAT_00942_mp-26062.cif,BAT_00942_mp-768651.cif,downloaded,downloaded
BAT_00943,MnP2O7,mp-540416,mp-540223,BAT_00943_mp-540416.cif,BAT_00943_mp-540223.cif,downloaded,downloaded
BAT_00944,MnPO4,mp-540146,mp-1176680,BAT_00944_mp-540146.cif,BAT_00944_mp-1176680.cif,downloaded,downloaded
BAT_00945,MnP2O7,mp-697744,mp-26413,BAT_00945_mp-697744.cif,BAT_00945_mp-26413.cif,downloaded,downloaded
BAT_00948,MnP2O7,mp-27032,mp-27031,BAT_00948_mp-27032.cif,BAT_00948_mp-27031.cif,downloaded,downloaded
BAT_00949,Mn2(PO4)3,mp-32023,mp-26453,BAT_00949_mp-32023.cif,BAT_00949_mp-26453.cif,downloaded,downloaded
BAT_00951,MnPO4,mp-694547,mp-26071,BAT_00951_mp-694547.cif,BAT_00951_mp-26071.cif,downloaded,downloaded
BAT_00952,MnP2O7,mp-585266,mp-31953,BAT_00952_mp-585266.cif,BAT_00952_mp-31953.cif,downloaded,downloaded
BAT_00953,Mn(PO4)2,mp-881278,mp-26081,BAT_00953_mp-881278.cif,BAT_00953_mp-26081.cif,downloaded,downloaded
BAT_00954,Mn4(PO4)3,mp-705354,mp-31931,BAT_00954_mp-705354.cif,BAT_00954_mp-31931.cif,downloaded,downloaded
BAT_00955,Mn(PO3)4,mp-689967,mp-540477,BAT_00955_mp-689967.cif,BAT_00955_mp-540477.cif,downloaded,downloaded
BAT_00956,Mn(PO4)2,mp-753867,mp-753291,BAT_00956_mp-753867.cif,BAT_00956_mp-753291.cif,downloaded,downloaded
BAT_00957,Mn(PO4)2,mp-867825,mp-31972,BAT_00957_mp-867825.cif,BAT_00957_mp-31972.cif,downloaded,downloaded
BAT_00958,MnP2O7,mp-31960,mp-1101535,BAT_00958_mp-31960.cif,BAT_00958_mp-1101535.cif,downloaded,downloaded
BAT_00959,MnPO4,mp-753423,mp-857355,BAT_00959_mp-753423.cif,BAT_00959_mp-857355.cif,downloaded,downloaded
BAT_00960,Mn3(P2O7)2,mp-694554,mp-26083,BAT_00960_mp-694554.cif,BAT_00960_mp-26083.cif,downloaded,downloaded
BAT_00961,Mn2P2O9,mp-1040954,mp-1097049,BAT_00961_mp-1040954.cif,BAT_00961_mp-1097049.cif,downloaded,downloaded
BAT_00962,MnP2O7,mp-849633,mp-1176940,BAT_00962_mp-849633.cif,BAT_00962_mp-1176940.cif,downloaded,downloaded
BAT_00963,Mn(PO4)2,mp-754179,mp-753513,BAT_00963_mp-754179.cif,BAT_00963_mp-753513.cif,downloaded,downloaded
BAT_00964,MnPO4,mp-697761,mp-26607,BAT_00964_mp-697761.cif,BAT_00964_mp-26607.cif,downloaded,downloaded
BAT_00965,MnP2O7,mp-26632,mp-1101530,BAT_00965_mp-26632.cif,BAT_00965_mp-1101530.cif,downloaded,downloaded
BAT_00966,Mn(PO3)4,mp-32018,mp-540331,BAT_00966_mp-32018.cif,BAT_00966_mp-540331.cif,downloaded,downloaded
BAT_00967,Mn(PO3)4,mp-694557,mp-26095,BAT_00967_mp-694557.cif,BAT_00967_mp-26095.cif,downloaded,downloaded
BAT_00968,Mn(PO3)3,mp-557190,mp-775915,BAT_00968_mp-557190.cif,BAT_00968_mp-775915.cif,downloaded,downloaded
BAT_00969,Mn3(P2O7)2,mp-706469,mp-32027,BAT_00969_mp-706469.cif,BAT_00969_mp-32027.cif,downloaded,downloaded
BAT_00970,Mn2P3O11,mp-25830,mp-25829,BAT_00970_mp-25830.cif,BAT_00970_mp-25829.cif,downloaded,downloaded
BAT_00971,Mn(PO3)4,mp-32028,mp-26783,BAT_00971_mp-32028.cif,BAT_00971_mp-26783.cif,downloaded,downloaded
BAT_00972,MnP2O7,mp-26734,mp-695780,BAT_00972_mp-26734.cif,BAT_00972_mp-695780.cif,downloaded,downloaded
BAT_00973,Mn(PO4)2,mp-753895,mp-863426,BAT_00973_mp-753895.cif,BAT_00973_mp-863426.cif,downloaded,downloaded
BAT_00974,MnP2O7,mp-26138,mp-31924,BAT_00974_mp-26138.cif,BAT_00974_mp-31924.cif,downloaded,downloaded
BAT_00975,MnPO4,mp-753476,mp-25831,BAT_00975_mp-753476.cif,BAT_00975_mp-25831.cif,downloaded,downloaded
BAT_00976,MnPO4,mp-705467,mp-585279,BAT_00976_mp-705467.cif,BAT_00976_mp-585279.cif,downloaded,downloaded
BAT_00977,Mn(PO3)4,mp-704184,mp-25887,BAT_00977_mp-704184.cif,BAT_00977_mp-25887.cif,downloaded,downloaded
BAT_00978,MnPO4,mp-26820,mp-861056,BAT_00978_mp-26820.cif,BAT_00978_mp-861056.cif,downloaded,downloaded
BAT_00979,Mn3(PO4)4,mp-26144,mp-26143,BAT_00979_mp-26144.cif,BAT_00979_mp-26143.cif,downloaded,downloaded
BAT_00980,Mn5(P3O11)2,mp-31954,mp-25857,BAT_00980_mp-31954.cif,BAT_00980_mp-25857.cif,downloaded,downloaded
BAT_00981,Mn(PO4)2,mp-758816,mp-1663233,BAT_00981_mp-758816.cif,BAT_00981_mp-1663233.cif,downloaded,downloaded
BAT_00982,Mn3(PO4)4,mp-697730,mp-1101551,BAT_00982_mp-697730.cif,BAT_00982_mp-1101551.cif,downloaded,downloaded
BAT_00983,Mn(PO3)3,mp-504351,mp-26937,BAT_00983_mp-504351.cif,BAT_00983_mp-26937.cif,downloaded,downloaded
BAT_00984,Mn2P3O10,mp-697794,mp-26927,BAT_00984_mp-697794.cif,BAT_00984_mp-26927.cif,downloaded,downloaded
BAT_00985,MnPO4,mp-753420,mp-1663809,BAT_00985_mp-753420.cif,BAT_00985_mp-1663809.cif,downloaded,downloaded
BAT_00986,Mn4(PO4)3,mp-504398,mp-27085,BAT_00986_mp-504398.cif,BAT_00986_mp-27085.cif,downloaded,downloaded
BAT_00987,Mn2P5O16,mp-27026,mp-26187,BAT_00987_mp-27026.cif,BAT_00987_mp-26187.cif,downloaded,downloaded
BAT_00988,Mn9(PO4)8,mp-704227,mp-25923,BAT_00988_mp-704227.cif,BAT_00988_mp-25923.cif,downloaded,downloaded
BAT_00989,Mn3(PO4)4,mp-758525,mp-755112,BAT_00989_mp-758525.cif,BAT_00989_mp-755112.cif,downloaded,downloaded
BAT_00990,MnPO4,mp-689981,mp-26941,BAT_00990_mp-689981.cif,BAT_00990_mp-26941.cif,downloaded,downloaded
BAT_00991,MnP2O7,mp-26982,mp-770967,BAT_00991_mp-26982.cif,BAT_00991_mp-770967.cif,downloaded,downloaded
BAT_00992,Mn(PO3)4,mp-759549,mp-31979,BAT_00992_mp-759549.cif,BAT_00992_mp-31979.cif,downloaded,downloaded
BAT_00993,Mn(PO3)4,mp-26984,mp-780694,BAT_00993_mp-26984.cif,BAT_00993_mp-780694.cif,downloaded,downloaded
BAT_00994,Mn2P3O10,mp-26978,mp-26977,BAT_00994_mp-26978.cif,BAT_00994_mp-26977.cif,downloaded,downloaded
BAT_00995,Mn2(PO4)3,mp-860928,mp-1177120,BAT_00995_mp-860928.cif,BAT_00995_mp-1177120.cif,downloaded,downloaded
BAT_00996,MnPO5,mp-766128,mp-1180529,BAT_00996_mp-766128.cif,BAT_00996_mp-1180529.cif,downloaded,downloaded
BAT_00997,MnPO4,mp-756329,mp-860939,BAT_00997_mp-756329.cif,BAT_00997_mp-860939.cif,downloaded,downloaded
BAT_00998,MnP2O7,mp-770531,mp-776396,BAT_00998_mp-770531.cif,BAT_00998_mp-776396.cif,downloaded,downloaded
BAT_00999,Mn(PO3)3,mp-763790,mp-1663238,BAT_00999_mp-763790.cif,BAT_00999_mp-1663238.cif,downloaded,downloaded
BAT_01000,MnP2O7,mp-771388,mp-775905,BAT_01000_mp-771388.cif,BAT_01000_mp-775905.cif,downloaded,downloaded
BAT_01001,Mn(PO3)3,mp-771905,mp-1176762,BAT_01001_mp-771905.cif,BAT_01001_mp-1176762.cif,downloaded,downloaded
BAT_01002,MnP2O7,mp-771660,mp-775903,BAT_01002_mp-771660.cif,BAT_01002_mp-775903.cif,downloaded,downloaded
BAT_01003,MnP2O9,mp-867845,mp-757635,BAT_01003_mp-867845.cif,BAT_01003_mp-757635.cif,downloaded,downloaded
BAT_01004,MnP2O7,mp-757059,mp-1177902,BAT_01004_mp-757059.cif,BAT_01004_mp-1177902.cif,downloaded,downloaded
BAT_01005,Mn2(PO4)3,mp-766211,mp-863434,BAT_01005_mp-766211.cif,BAT_01005_mp-863434.cif,downloaded,downloaded
BAT_01007,MnPO4,mp-777460,mp-776296,BAT_01007_mp-777460.cif,BAT_01007_mp-776296.cif,downloaded,downloaded
BAT_01008,MnP2O7,mp-755561,mp-1177905,BAT_01008_mp-755561.cif,BAT_01008_mp-1177905.cif,downloaded,downloaded
BAT_01009,MnPO4,mp-849889,mp-859101,BAT_01009_mp-849889.cif,BAT_01009_mp-859101.cif,downloaded,downloaded
BAT_01010,MnPO4,mp-766455,mp-857356,BAT_01010_mp-766455.cif,BAT_01010_mp-857356.cif,downloaded,downloaded
BAT_01011,MnPO5,mp-766439,mp-757358,BAT_01011_mp-766439.cif,BAT_01011_mp-757358.cif,downloaded,downloaded
BAT_01013,MnPO4,mp-768444,mp-778864,BAT_01013_mp-768444.cif,BAT_01013_mp-778864.cif,downloaded,downloaded
BAT_01015,MnP2O7,mp-770558,mp-776393,BAT_01015_mp-770558.cif,BAT_01015_mp-776393.cif,downloaded,downloaded
BAT_01016,MnPO4,mp-772269,mp-772041,BAT_01016_mp-772269.cif,BAT_01016_mp-772041.cif,downloaded,downloaded
BAT_01020,Mn7(PO4)6,mp-770696,mp-849324,BAT_01020_mp-770696.cif,BAT_01020_mp-849324.cif,downloaded,downloaded
BAT_01021,Mn2PO5,mp-770538,mp-776397,BAT_01021_mp-770538.cif,BAT_01021_mp-776397.cif,downloaded,downloaded
BAT_01022,Mn3Sb(PO4)6,mp-775275,mp-1177012,BAT_01022_mp-775275.cif,BAT_01022_mp-1177012.cif,downloaded,downloaded
BAT_01023,Mn3Sb(PO4)4,mp-756463,mp-753896,BAT_01023_mp-756463.cif,BAT_01023_mp-753896.cif,downloaded,downloaded
BAT_01024,Mn7Sb(PO4)12,mp-776832,mp-1176842,BAT_01024_mp-776832.cif,BAT_01024_mp-1176842.cif,downloaded,downloaded
BAT_01025,Mn5Sb(PO4)6,mp-772211,mp-1177350,BAT_01025_mp-772211.cif,BAT_01025_mp-1177350.cif,downloaded,downloaded
BAT_01026,Mn3Sn(PO4)4,mp-756099,mp-757170,BAT_01026_mp-756099.cif,BAT_01026_mp-757170.cif,downloaded,downloaded
BAT_01027,MnSn(PO4)2,mp-775753,mp-860889,BAT_01027_mp-775753.cif,BAT_01027_mp-860889.cif,downloaded,downloaded
BAT_01028,Mn7Sn(PO4)12,mp-778765,mp-1176895,BAT_01028_mp-778765.cif,BAT_01028_mp-1176895.cif,downloaded,downloaded
BAT_01029,Mn3Sn(PO4)6,mp-778517,mp-776373,BAT_01029_mp-778517.cif,BAT_01029_mp-776373.cif,downloaded,downloaded
