battery_id,battery_formula,framework_formula,formula_charge,formula_discharge,working_ion,average_voltage,capacity_grav,capacity_vol,energy_grav,energy_vol,max_delta_volume,stability_charge,stability_discharge,num_steps,nelements,chemsys,elements,id_charge,id_discharge,material_ids,warnings,element_list,has_transition_metal,oxide,sulfide,fluoride,phosphate_possible,silicate_possible,has_main_transition_metal,max_stability,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,normalized_delta_li,relative_delta_li,capacity_physics,endpoint_delta_abs,volume_residual,voltage_oof_pred,oof_fold,voltage_oof_error
BAT_00700,Li0.5-1FeSiO4,FeSiO4,LiFe2(SiO4)2,LiFeSiO4,Li,4.710699348333326,86.52946632144143,218.2505407437571,407.6143006120446,1028.1126800550128,0.002257754288093,0.117356560000004,0.041434656547621,1,3,Fe-O-Si,"Fe,Si,O",mp-850962,mp-758825,"mp-850962,mp-780871,mp-758825,mp-757540,mp-759281",,"['Fe', 'Si', 'O']",True,True,False,False,False,True,True,0.117356560000004,8.0,26.0,18.0,12.0,5.333333333333333,8.0,55.0,87.0,32.0,80.16666666666667,9.111111111111107,87.0,15.9994,55.845,39.8456,24.654683333333335,11.540377777777778,15.9994,54.8,1811.0,1756.2,619.5333333333333,752.9777777777778,54.8,8.0,16.0,8.0,14.333333333333334,2.222222222222222,16.0,2.0,4.0,2.0,2.5,0.6666666666666666,2.0,66.0,132.0,66.0,84.5,24.666666666666668,66.0,1.83,3.44,1.61,2.9149999999999996,0.7000000000000002,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.0,1.3333333333333333,4.0,0.0,6.0,6.0,1.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.0,0.6666666666666666,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.6666666666666666,2.0,0.0,4.0,4.0,0.6666666666666666,1.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,9.105,20.44,11.335,11.265,3.0583333333333336,9.105,0.0,0.773,0.773,0.1288333333333333,0.2147222222222222,0.0,0.0,2.1106628,2.1106628,0.3517771333333333,0.5862952222222222,0.0,12.0,229.0,217.0,84.0,96.0,12.0,3,0.7071067811865476,0.6735400034370317,0.6669268801209055,0.6666782918025496,0.666666793823133,2.0,3.0,1.0,0.0,1.0,0.0833333333333333,86.52946631847297,0.0022577526967201,1.5913728347236034e-09,3.443997383117676,4,1.26670196521565
BAT_00701,Li0.5-1.17FeSiO4,FeSiO4,LiFe2(SiO4)2,Li7Fe6(SiO4)6,Li,4.238209680833337,114.51720694877604,331.50817823993015,485.3479351122973,1405.0011702918953,0.048810669920391,0.11845752064103,0.037889534302315,2,3,Fe-O-Si,"Fe,Si,O",mp-758113,mp-1176885,"mp-758113,mp-758562,mp-1176885",More than one working ion per transition metal,"['Fe', 'Si', 'O']",True,True,False,False,False,True,True,0.11845752064103,8.0,26.0,18.0,12.0,5.333333333333333,8.0,55.0,87.0,32.0,80.16666666666667,9.111111111111107,87.0,15.9994,55.845,39.8456,24.654683333333335,11.540377777777778,15.9994,54.8,1811.0,1756.2,619.5333333333333,752.9777777777778,54.8,8.0,16.0,8.0,14.333333333333334,2.222222222222222,16.0,2.0,4.0,2.0,2.5,0.6666666666666666,2.0,66.0,132.0,66.0,84.5,24.666666666666668,66.0,1.83,3.44,1.61,2.9149999999999996,0.7000000000000002,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.0,1.3333333333333333,4.0,0.0,6.0,6.0,1.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.0,0.6666666666666666,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.6666666666666666,2.0,0.0,4.0,4.0,0.6666666666666666,1.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,9.105,20.44,11.335,11.265,3.0583333333333336,9.105,0.0,0.773,0.773,0.1288333333333333,0.2147222222222222,0.0,0.0,2.1106628,2.1106628,0.3517771333333333,0.5862952222222222,0.0,12.0,229.0,217.0,84.0,96.0,12.0,3,0.7071067811865476,0.6735400034370317,0.6669268801209055,0.6666782918025496,0.666666793823133,2.0,3.0,1.0,0.0,1.3333333333333337,0.1111111111111111,114.51720694484742,0.0199150254869576,0.0288956444334333,3.3338162899017334,4,0.9043933909316033
BAT_00703,Li0-1Fe(SiO3)2,Fe(SiO3)2,Fe(SiO3)2,LiFe(SiO3)2,Li,5.099306877083326,124.68507660434258,340.039097613652,635.8074685981854,1733.9637089385042,0.010471641787058,0.177059603194441,0.026428334500002,1,3,Fe-O-Si,"Fe,Si,O",mp-1253019,mp-1266318,"mp-1253019,mp-1266318,mp-757570",,"['Fe', 'Si', 'O']",True,True,False,False,False,True,True,0.177059603194441,8.0,26.0,18.0,11.333333333333334,4.444444444444445,8.0,55.0,87.0,32.0,81.44444444444444,7.407407407407408,87.0,15.9994,55.845,39.8456,23.112488888888887,9.484118518518518,15.9994,54.8,1811.0,1756.2,612.6444444444445,743.7925925925925,54.8,8.0,16.0,8.0,14.666666666666666,1.7777777777777777,16.0,2.0,4.0,2.0,2.4444444444444446,0.5925925925925927,2.0,66.0,132.0,66.0,83.33333333333333,23.11111111111111,66.0,1.83,3.44,1.61,2.9188888888888886,0.6948148148148149,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.111111111111111,1.1851851851851851,4.0,0.0,6.0,6.0,0.6666666666666666,1.1851851851851851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,5.777777777777778,0.7901234567901235,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.2222222222222223,0.7901234567901235,2.0,0.0,4.0,4.0,0.4444444444444444,0.7901234567901234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,9.105,20.44,11.335,11.804444444444446,3.838024691358026,9.105,0.0,0.773,0.773,0.1717777777777777,0.2672098765432099,0.0,0.0,2.1106628,2.1106628,0.2345180888888889,0.4169210469135802,0.0,12.0,229.0,217.0,83.88888888888889,95.85185185185186,12.0,3,0.7114582486036499,0.6758002217303778,0.6672315521896236,0.6667105455840667,0.6666677967664446,2.0,3.111111111111111,0.6666666666666666,0.0,1.0,0.1111111111111111,124.68507660006516,0.0104716415531836,2.3387437125821364e-10,4.304049968719482,2,0.7952569083638439
BAT_00705,Li0-2FeSiO4,FeSiO4,FeSiO4,Li2FeSiO4,Li,3.9825005970833343,331.2708062767885,1014.892231178038,1319.286183793588,4041.8089166417744,0.086894026615611,0.261619403333335,0.0051958290625,2,3,Fe-O-Si,"Fe,Si,O",mp-1191756,mp-758209,"mp-1191756,mp-758614,mp-766458,mp-849257,mp-758973,mp-758209,mp-1177998",More than one working ion per transition metal,"['Fe', 'Si', 'O']",True,True,False,False,False,True,True,0.261619403333335,8.0,26.0,18.0,12.0,5.333333333333333,8.0,55.0,87.0,32.0,80.16666666666667,9.111111111111107,87.0,15.9994,55.845,39.8456,24.654683333333335,11.540377777777778,15.9994,54.8,1811.0,1756.2,619.5333333333333,752.9777777777778,54.8,8.0,16.0,8.0,14.333333333333334,2.222222222222222,16.0,2.0,4.0,2.0,2.5,0.6666666666666666,2.0,66.0,132.0,66.0,84.5,24.666666666666668,66.0,1.83,3.44,1.61,2.9149999999999996,0.7000000000000002,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.0,1.3333333333333333,4.0,0.0,6.0,6.0,1.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.0,0.6666666666666666,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.6666666666666666,2.0,0.0,4.0,4.0,0.6666666666666666,1.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,9.105,20.44,11.335,11.265,3.0583333333333336,9.105,0.0,0.773,0.773,0.1288333333333333,0.2147222222222222,0.0,0.0,2.1106628,2.1106628,0.3517771333333333,0.5862952222222222,0.0,12.0,229.0,217.0,84.0,96.0,12.0,3,0.7071067811865476,0.6735400034370317,0.6669268801209055,0.6666782918025496,0.666666793823133,2.0,3.0,1.0,0.0,2.0,0.3333333333333333,331.270806265424,0.0799471010939678,0.0069469255216431,3.1302285194396973,4,0.852272077643637
BAT_00706,Li1-2FeSiO4,FeSiO4,LiFeSiO4,Li2FeSiO4,Li,2.993815778333332,165.63540313839425,508.46649409444507,495.8818833663271,1522.2550127737818,0.024067041788506,0.06226841607143,0.0136075934375,1,3,Fe-O-Si,"Fe,Si,O",mp-766529,mp-757833,"mp-766529,mp-774106,mp-757833",More than one working ion per transition metal,"['Fe', 'Si', 'O']",True,True,False,False,False,True,True,0.06226841607143,8.0,26.0,18.0,12.0,5.333333333333333,8.0,55.0,87.0,32.0,80.16666666666667,9.111111111111107,87.0,15.9994,55.845,39.8456,24.654683333333335,11.540377777777778,15.9994,54.8,1811.0,1756.2,619.5333333333333,752.9777777777778,54.8,8.0,16.0,8.0,14.333333333333334,2.222222222222222,16.0,2.0,4.0,2.0,2.5,0.6666666666666666,2.0,66.0,132.0,66.0,84.5,24.666666666666668,66.0,1.83,3.44,1.61,2.9149999999999996,0.7000000000000002,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.0,1.3333333333333333,4.0,0.0,6.0,6.0,1.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.0,0.6666666666666666,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.6666666666666666,2.0,0.0,4.0,4.0,0.6666666666666666,1.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,9.105,20.44,11.335,11.265,3.0583333333333336,9.105,0.0,0.773,0.773,0.1288333333333333,0.2147222222222222,0.0,0.0,2.1106628,2.1106628,0.3517771333333333,0.5862952222222222,0.0,12.0,229.0,217.0,84.0,96.0,12.0,3,0.7071067811865476,0.6735400034370317,0.6669268801209055,0.6666782918025496,0.666666793823133,2.0,3.0,1.0,0.0,1.0,0.1666666666666666,165.635403132712,0.0235014318461753,0.0005656099423306,3.299621343612671,4,-0.3058055652793388
BAT_00707,Li1-2FeSiO4,FeSiO4,LiFeSiO4,Li2FeSiO4,Li,2.821536255833334,165.63540313839425,504.3712199209308,467.3462952045498,1423.101683405794,0.010668626559101,0.030461309642859,0.007311315625,1,3,Fe-O-Si,"Fe,Si,O",mp-764348,mp-759942,"mp-764348,mp-758173,mp-759942",More than one working ion per transition metal,"['Fe', 'Si', 'O']",True,True,False,False,False,True,True,0.030461309642859,8.0,26.0,18.0,12.0,5.333333333333333,8.0,55.0,87.0,32.0,80.16666666666667,9.111111111111107,87.0,15.9994,55.845,39.8456,24.654683333333335,11.540377777777778,15.9994,54.8,1811.0,1756.2,619.5333333333333,752.9777777777778,54.8,8.0,16.0,8.0,14.333333333333334,2.222222222222222,16.0,2.0,4.0,2.0,2.5,0.6666666666666666,2.0,66.0,132.0,66.0,84.5,24.666666666666668,66.0,1.83,3.44,1.61,2.9149999999999996,0.7000000000000002,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.0,1.3333333333333333,4.0,0.0,6.0,6.0,1.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.0,0.6666666666666666,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.6666666666666666,2.0,0.0,4.0,4.0,0.6666666666666666,1.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,9.105,20.44,11.335,11.265,3.0583333333333336,9.105,0.0,0.773,0.773,0.1288333333333333,0.2147222222222222,0.0,0.0,2.1106628,2.1106628,0.3517771333333333,0.5862952222222222,0.0,12.0,229.0,217.0,84.0,96.0,12.0,3,0.7071067811865476,0.6735400034370317,0.6669268801209055,0.6666782918025496,0.666666793823133,2.0,3.0,1.0,0.0,1.0,0.1666666666666666,165.635403132712,0.0105560083454828,0.0001126182136181,3.299621343612671,4,-0.4780850877793368
BAT_00708,Li1-3Fe(Si2O5)3,Fe(Si2O5)3,LiFe(Si2O5)3,Li3Fe(Si2O5)3,Li,4.541901675833334,110.48239034966522,286.3890711984821,501.8001538792171,1300.751002416738,0.011167210789921,0.106237505724635,0.035598311999998,2,3,Fe-O-Si,"Fe,Si,O",mp-775750,mp-765285,"mp-775750,mp-775303,mp-765285",More than one working ion per transition metal,"['Fe', 'Si', 'O']",True,True,False,False,False,True,True,0.106237505724635,8.0,26.0,18.0,10.454545454545457,3.347107438016529,8.0,55.0,87.0,32.0,83.0909090909091,5.330578512396693,87.0,15.9994,55.845,39.8456,21.106772727272727,6.96459917355372,15.9994,54.8,1811.0,1756.2,579.7727272727273,715.8719008264463,54.8,8.0,16.0,8.0,15.090909090909092,1.239669421487603,16.0,2.0,4.0,2.0,2.363636363636364,0.4958677685950414,2.0,66.0,132.0,66.0,81.27272727272727,20.826446280991732,66.0,1.83,3.44,1.61,2.946818181818182,0.6725206611570248,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.272727272727273,0.9917355371900826,4.0,0.0,6.0,6.0,0.2727272727272727,0.5206611570247933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,5.545454545454546,0.8429752066115701,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.4545454545454546,0.8429752066115703,2.0,0.0,4.0,4.0,0.1818181818181818,0.3471074380165289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.636363636363636,0.8677685950413223,2.0,9.105,20.44,11.335,12.270227272727276,4.456239669421489,9.105,0.0,0.773,0.773,0.2108181818181818,0.3066446280991736,0.0,0.0,2.1106628,2.1106628,0.0959392181818181,0.1831566892561983,0.0,12.0,229.0,217.0,80.5,93.4090909090909,12.0,3,0.735746093465393,0.6961285225322967,0.6832090389555715,0.6819776548609437,0.6818253308627904,2.0,3.272727272727273,0.2727272727272727,0.0,2.0,0.0909090909090909,110.48239034587506,0.0040668387370962,0.0071003720528247,4.216231822967529,5,0.3256698528658051
BAT_00709,Li1.5-2FeSiO4,FeSiO4,Li3Fe2(SiO4)2,Li2FeSiO4,Li,3.404060043333335,82.81770156919713,253.9019449167772,281.9164287924084,864.2974656158228,0.037690805482461,0.073390524333341,0.0227247146875,1,3,Fe-O-Si,"Fe,Si,O",mp-778622,mp-758465,"mp-778622,mp-758465",More than one working ion per transition metal,"['Fe', 'Si', 'O']",True,True,False,False,False,True,True,0.073390524333341,8.0,26.0,18.0,12.0,5.333333333333333,8.0,55.0,87.0,32.0,80.16666666666667,9.111111111111107,87.0,15.9994,55.845,39.8456,24.654683333333335,11.540377777777778,15.9994,54.8,1811.0,1756.2,619.5333333333333,752.9777777777778,54.8,8.0,16.0,8.0,14.333333333333334,2.222222222222222,16.0,2.0,4.0,2.0,2.5,0.6666666666666666,2.0,66.0,132.0,66.0,84.5,24.666666666666668,66.0,1.83,3.44,1.61,2.9149999999999996,0.7000000000000002,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.0,1.3333333333333333,4.0,0.0,6.0,6.0,1.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.0,0.6666666666666666,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.6666666666666666,2.0,0.0,4.0,4.0,0.6666666666666666,1.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,9.105,20.44,11.335,11.265,3.0583333333333336,9.105,0.0,0.773,0.773,0.1288333333333333,0.2147222222222222,0.0,0.0,2.1106628,2.1106628,0.3517771333333333,0.5862952222222222,0.0,12.0,229.0,217.0,84.0,96.0,12.0,3,0.7071067811865476,0.6735400034370317,0.6669268801209055,0.6666782918025496,0.666666793823133,2.0,3.0,1.0,0.0,1.0,0.0833333333333333,82.817701566356,0.036321806729091,0.00136899875337,3.443997383117676,4,-0.039937339784340775
BAT_00710,Li3-5Fe3(SnO5)2,Fe3(SnO5)2,Li3Fe3(SnO5)2,Li5Fe3(SnO5)2,Li,2.661506513333333,89.38981861327996,436.5142130625064,237.9115844649298,1161.7854212284349,0.02243000938148,0.071822574375,0.019263503624999,1,3,Fe-O-Sn,"Fe,Sn,O",mp-753126,mp-756675,"mp-753126,mp-756675",More than one working ion per transition metal,"['Fe', 'Sn', 'O']",True,True,False,False,False,False,True,0.071822574375,8.0,50.0,42.0,17.2,12.266666666666667,8.0,55.0,87.0,32.0,79.66666666666667,9.866666666666664,87.0,15.9994,118.71,102.7106,37.663266666666665,28.885155555555553,15.9994,54.8,1811.0,1756.2,466.07733333333334,548.3697777777778,54.8,8.0,16.0,8.0,14.133333333333333,2.488888888888889,16.0,2.0,5.0,3.0,2.8,1.0666666666666669,2.0,66.0,139.0,73.0,88.93333333333334,30.57777777777778,66.0,1.83,3.44,1.61,2.920666666666667,0.6924444444444443,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.933333333333333,1.422222222222222,4.0,0.0,10.0,10.0,2.533333333333333,3.377777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,8.0,7.466666666666667,1.9555555555555555,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.8666666666666667,0.7466666666666666,2.0,0.0,4.0,4.0,0.8,1.2800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,9.105,33.285,24.179999999999996,12.654,5.501599999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.42213256,0.675412096,0.0,12.0,229.0,217.0,72.6,80.8,12.0,3,0.7086763875156433,0.6743554279662939,0.6670329306642215,0.6666887120985889,0.6666670671522507,2.0,2.933333333333333,2.533333333333333,0.0,2.0,0.1333333333333333,89.38981861021337,0.0219379391558163,0.0004920702256636,2.854466676712036,4,-0.19296016337870325
BAT_00711,Li1-2FeSnO4,FeSnO4,LiFeSnO4,Li2FeSnO4,Li,2.056088348333337,106.17197937748584,524.9205324637231,218.298969717536,1079.2829905995925,0.011347172133027,0.001434741964286,0.020262825624999,1,3,Fe-O-Sn,"Fe,Sn,O",mp-756311,mp-1177968,"mp-756311,mp-1177968",More than one working ion per transition metal,"['Fe', 'Sn', 'O']",True,True,False,False,False,False,True,0.020262825624999,8.0,50.0,42.0,18.0,13.333333333333334,8.0,55.0,87.0,32.0,80.5,8.666666666666666,87.0,15.9994,118.71,102.7106,39.758766666666666,31.679155555555553,15.9994,54.8,1811.0,1756.2,422.5466666666666,490.3288888888889,54.8,8.0,16.0,8.0,14.333333333333334,2.222222222222222,16.0,2.0,5.0,3.0,2.8333333333333335,1.1111111111111112,2.0,66.0,139.0,73.0,89.16666666666667,30.88888888888889,66.0,1.83,3.44,1.61,2.9250000000000003,0.6866666666666665,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.0,1.3333333333333333,4.0,0.0,10.0,10.0,2.6666666666666665,3.555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,8.0,7.666666666666667,2.2222222222222223,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.6666666666666666,2.0,0.0,4.0,4.0,0.6666666666666666,1.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,9.105,33.285,24.179999999999996,13.405833333333334,6.626388888888887,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.3517771333333333,0.5862952222222222,0.0,12.0,229.0,217.0,69.66666666666667,76.88888888888889,12.0,3,0.7071067811865476,0.6735400034370317,0.6669268801209055,0.6666782918025496,0.666666793823133,2.0,3.0,2.6666666666666665,0.0,1.0,0.1666666666666666,106.17197937384354,0.0113471722218416,-8.881465528298714e-11,2.905611276626587,2,-0.8495229282932497
BAT_00712,Li0-2Fe3TeO8,Fe3TeO8,Fe3TeO8,Li2Fe3TeO8,Li,3.885621998333331,122.65781662554907,572.0803131921706,476.6019105477693,2222.88784975292,0.09688020641965,0.140697981458332,0.042160594642854,1,3,Fe-O-Te,"Fe,Te,O",mp-1178313,mp-775742,"mp-1178313,mp-775742",,"['Fe', 'Te', 'O']",True,True,False,False,False,False,True,0.140697981458332,8.0,52.0,44.0,16.166666666666668,10.888888888888893,8.0,55.0,90.0,35.0,79.25,12.125,87.0,15.9994,127.6,111.6006,35.26085,25.68193333333333,15.9994,54.8,1811.0,1756.2,549.505,659.6066666666666,54.8,8.0,16.0,8.0,14.0,3.0,16.0,2.0,5.0,3.0,2.75,1.0,2.0,66.0,138.0,72.0,88.5,30.0,66.0,1.83,3.44,1.61,2.9258333333333333,0.6855555555555556,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.0,1.5,4.0,0.0,10.0,10.0,2.3333333333333335,3.1111111111111107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,10.0,7.333333333333333,1.7777777777777777,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.5,0.75,2.0,0.0,4.0,4.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.5,0.75,2.0,9.105,34.7633333333,25.658333333299996,11.649444444441665,3.85231481480972,9.105,0.0,0.464,0.464,0.0386666666666666,0.0708888888888888,0.0,0.0,2.1106628,2.1106628,0.5276657,0.79149855,0.0,12.0,229.0,217.0,77.91666666666667,87.88888888888887,12.0,3,0.7168604389202189,0.6786044041487266,0.6676565611667779,0.666765986047273,0.666670332882473,2.0,3.0,2.3333333333333335,0.0,2.0,0.1666666666666666,122.6578166213412,0.096880208129807,-1.7101570437549894e-09,3.6320242881774902,1,0.25359771015584087
