battery_id,framework_formula,formula_charge,formula_discharge,id_charge,id_discharge,max_delta_volume,num_steps
BAT_00768,MnP2HO7,MnP2HO7,LiMnP2HO7,mp-734805,mp-783907,0.063433947834164,1
BAT_00769,MnVP2(HO5)2,MnVP2(HO5)2,Li2MnVP2(HO5)2,mp-753350,mp-849445,0.057212139416648,2
BAT_00770,MnVP2(HO5)2,LiMnVP2(HO5)2,Li3MnVP2(HO5)2,mp-1235750,mp-753439,0.102068209854106,1
BAT_00771,MnH4(SO5)2,MnH4(SO5)2,Li2MnH4(SO5)2,mp-772662,mp-772240,0.03810056553073,2
BAT_00773,MnH4(SO5)2,LiMnH4(SO5)2,Li2MnH4(SO5)2,mp-1176828,mp-772273,0.028128034882998,1
BAT_00774,MnH6(S2O9)2,MnH6(S2O9)2,Li4MnH6(S2O9)2,mp-779879,mp-777769,0.034771936912155,1
BAT_00775,MnH8(SO6)2,MnH8(SO6)2,LiMnH8(SO6)2,mp-778207,mp-831237,0.048927141233389,1
BAT_00776,NiH12(SO7)2,NiH12(SO7)2,Li2NiH12(SO7)2,mp-1101430,mp-771658,0.255655494801442,1
BAT_00782,VP2HO8,LiV2P4(HO8)2,Li2VP2HO8,mp-776478,mp-754990,0.059675946190688,2
BAT_00783,VP2HO8,LiV2P4(HO8)2,Li3V2P4(HO8)2,mp-779002,mp-850257,0.042330099015676,1
BAT_00785,V2P4H3O16,V2P4H3O16,Li4V2P4H3O16,mp-755425,mp-752967,0.097599007125725,1
BAT_00786,VP2HO8,LiV2P4(HO8)2,Li3V2P4(HO8)2,mp-779208,mp-1177507,0.046270872018535,1
BAT_00787,VP2HO8,LiV2P4(HO8)2,Li3V2P4(HO8)2,mp-780479,mp-753516,0.036171039506987,1
BAT_00788,VPHO5,VPHO5,Li2VPHO5,mp-1101197,mp-1275571,0.140613970655854,2
BAT_00789,VSi4(HO6)2,LiVSi4(HO6)2,Li3VSi4(HO6)2,mp-761158,mp-1266205,0.032946980714688,1
BAT_00790,VP2HO8,LiVP2HO8,Li3V2P4(HO8)2,mp-780630,mp-781078,0.025995672211029,1
BAT_00794,KMnO2,K2LiMn2O4,KLiMnO2,mp-1290836,mp-770699,0.036749181222864,1
BAT_00796,KMnO2,KMnO2,KLiMnO2,mp-25544,mp-549671,0.019611449569086,1
BAT_00803,K2NiO4,K2Li2NiO4,K2Li3NiO4,mp-773004,mp-774432,0.026262209883304,1
BAT_00825,LaTi2O6,LaTi2O6,LiLaTi2O6,mp-1222737,mp-1222315,0.003795778441476,1
BAT_00829,Mg2Mn3O8,Mg2Mn3O8,LiMg2Mn3O8,mp-756696,mp-756823,0.020909499377989,1
BAT_00831,Mg(NiO2)4,Mg(NiO2)4,Li3Mg(NiO2)4,mp-756552,mp-756610,0.026254223717851,1
BAT_00832,MgNi3O8,Li2MgNi3O8,Li4MgNi3O8,mp-756920,mp-1280637,0.021034631002684,1
BAT_00833,Mg(Ni6O13)2,Li6Mg(Ni6O13)2,Li13Mg(Ni6O13)2,mp-759215,mp-769522,0.014432458975099,2
BAT_00842,Na5Mn2O8,Na5Mn2O8,Na5LiMn2O8,mp-780612,mp-554028,0.011525139473477,1
BAT_00843,NaMnP2O7,NaMnP2O7,NaLiMnP2O7,mp-1192230,mp-775876,0.08890957289593,1
BAT_00844,Na2Mn(PO3)5,Na2Mn(PO3)5,Na2LiMn(PO3)5,mp-553997,mp-760056,0.020143272492367,1
BAT_00845,Mn2NbNi3(PO4)6,Mn2NbNi3(PO4)6,Li4Mn2NbNi3(PO4)6,mp-1176556,mp-776611,0.024690917743684,1
BAT_00847,Mn3NbO8,Mn3NbO8,Li2Mn3NbO8,mp-1176463,mp-756486,0.079248789711037,1
BAT_00848,MnNb4O12,MnNb4O12,Li3MnNb4O12,mp-775807,mp-780417,0.017248307408302,1
BAT_00849,Mn3Nb(PO4)4,Mn3Nb(PO4)4,Li4Mn3Nb(PO4)4,mp-775197,mp-861478,0.010234826514328,1
BAT_00850,Mn3Nb(PO4)6,Mn3Nb(PO4)6,Li6Mn3Nb(PO4)6,mp-775181,mp-849778,0.085054280487388,1
BAT_00851,Mn7Nb(PO4)12,Mn7Nb(PO4)12,Li8Mn7Nb(PO4)12,mp-776750,mp-780717,0.075482349635603,1
BAT_00852,MnNi3O8,Li2MnNi3O8,Li4MnNi3O8,mp-752530,mp-1177345,0.021566777474717,2
BAT_00853,MnNiO4,LiMnNiO4,Li2MnNiO4,mp-756366,mp-753347,0.026347491048887,1
BAT_00854,Mn2Ni3O10,Li4Mn2Ni3O10,Li5Mn2Ni3O10,mp-758690,mp-754927,0.012853628052426,1
BAT_00855,Mn3NiO8,Mn3NiO8,Li4Mn3NiO8,mp-1176568,mp-760206,0.094049921321074,3
BAT_00856,Mn5NiO12,Mn5NiO12,Li4Mn5NiO12,mp-755683,mp-753964,0.098208516988773,1
BAT_00858,Mn2NiO6,Mn2NiO6,Li2Mn2NiO6,mp-25285,mp-554979,0.046197744723939,2
BAT_00859,Mn15NiO32,Mn15NiO32,Li8Mn15NiO32,mp-851082,mp-772976,0.051457084806271,1
BAT_00860,Mn3NiO8,Mn3NiO8,Li2Mn3NiO8,mp-775810,mp-771112,0.053192011356005,1
BAT_00861,Mn5Ni3O16,Li4Mn5Ni3O16,Li6Mn5Ni3O16,mp-756534,mp-760956,0.015379638069027,1
BAT_00863,Mn2Ni5O12,Li3Mn2Ni5O12,Li5Mn2Ni5O12,mp-758846,mp-771232,0.005156444816137,1
BAT_00864,Mn(NiO3)2,Li2Mn(NiO3)2,Li3Mn(NiO3)2,mp-762624,mp-756364,0.008461981582735,1
BAT_00865,Mn2NiO6,LiMn2NiO6,Li3Mn2NiO6,mp-762633,mp-756831,0.043119466793725,2
BAT_00866,Mn4NiO8,Mn4NiO8,Li3Mn4NiO8,mp-757060,mp-756351,0.033450700851406,1
BAT_00867,Mn3NiO8,Mn3NiO8,Li2Mn3NiO8,mp-757044,mp-769631,0.061286354189055,1
BAT_00868,MnNi(PO4)2,MnNi(PO4)2,Li4Mn3Ni3(PO4)6,mp-773507,mp-771186,0.030278244286999,1
BAT_00869,MnNi(PO4)2,MnNi(PO4)2,Li4Mn3Ni3(PO4)6,mp-771700,mp-775926,0.061385580913817,1
BAT_00871,MnNi(PO4)2,MnNi(PO4)2,Li2MnNi(PO4)2,mp-775200,mp-778744,0.103004116173754,1
BAT_00872,Mn3Ni(PO4)4,Mn3Ni(PO4)4,Li4Mn3Ni(PO4)4,mp-756391,mp-757417,0.079463920808534,1
BAT_00873,Mn7Ni(PO4)12,Mn7Ni(PO4)12,Li8Mn7Ni(PO4)12,mp-776812,mp-776162,0.052616699618184,1
BAT_00874,MnNi3(PO4)4,MnNi3(PO4)4,Li4MnNi3(PO4)4,mp-775024,mp-757099,0.044136436229484,1
BAT_00875,Mn5Ni(PO4)6,Mn5Ni(PO4)6,Li4Mn5Ni(PO4)6,mp-772291,mp-867956,0.063097820565843,1
BAT_00876,Mn2Ni(PO4)3,Mn2Ni(PO4)3,Li2Mn2Ni(PO4)3,mp-759483,mp-774573,0.068415252210677,1
BAT_00877,Mn2VNi3(PO4)6,Mn2VNi3(PO4)6,Li4Mn2VNi3(PO4)6,mp-759208,mp-770417,0.02619003069633,1
BAT_00878,TiMn2Ni3(PO4)6,TiMn2Ni3(PO4)6,Li4TiMn2Ni3(PO4)6,mp-776680,mp-776756,0.026797443406176,1
BAT_00879,Ti2Mn3Ni3O16,Li4Ti2Mn3Ni3O16,Li10Ti2Mn3Ni3O16,mp-767719,mp-777402,0.09419832442663,1
BAT_00880,Mn3Ni3(TeO8)2,Mn3Ni3(TeO8)2,Li4Mn3Ni3(TeO8)2,mp-756438,mp-770951,0.0913458201002,1
BAT_00881,MnV4NiO12,MnV4NiO12,Li2MnV4NiO12,mp-850419,mp-862462,0.015882601569449,1
BAT_00883,Mn17O40,Li6Mn17O40,Li13Mn17O40,mp-758827,mp-759819,0.005470781257368,1
BAT_00884,MnO2,Li3Mn4O8,LiMnO2,mp-1177617,mp-756516,0.012232567531829,1
BAT_00885,Mn5O12,Li5Mn5O12,Li7Mn5O12,mp-758752,mp-756600,0.041012704670551,2
BAT_00886,MnO2,MnO2,LiMnO2,mp-25424,mp-754656,0.249957871725363,2
BAT_00888,MnO2,LiMn5O10,LiMnO2,mp-759136,mp-756475,0.069642812596144,4
BAT_00890,Mn15O32,Mn15O32,Li6Mn15O32,mp-776603,mp-761797,0.039841949824003,1
BAT_00891,MnO2,MnO2,LiMnO2,mp-510408,mp-2861076,0.299661296814479,1
BAT_00892,Mn3O8,Li5Mn6O16,Li5Mn3O8,mp-758809,mp-1174554,0.0280490256213099,3
BAT_00893,MnO2,Li2Mn3O6,LiMnO2,mp-758273,mp-756747,0.032710266757776,1
BAT_00895,Mn7O16,Li4Mn7O16,Li9Mn7O16,mp-757932,mp-1100519,0.051662451675757,1
BAT_00896,Mn5O8,Mn5O8,Li3Mn5O8,mp-752536,mp-754811,0.001441909526962,1
BAT_00898,Mn3O8,Li3Mn3O8,Li11Mn6O16,mp-770608,mp-779771,0.040156150513289,2
BAT_00899,MnO2,LiMn6O12,Li8Mn9O18,mp-1176651,mp-759775,0.051157297854674,2
BAT_00900,MnO2,MnO2,LiMnO2,mp-510732,mp-18767,0.126617653203243,1
BAT_00901,MnO2,MnO2,LiMn4O8,mp-19395,mp-1003315,0.019039557832448,1
BAT_00902,MnO2,MnO2,LiMn2O4,mp-1407587,mp-756371,0.004425766496548,1
BAT_00903,MnO2,LiMn10O20,Li9Mn20O40,mp-766948,mp-690161,0.046688308737625,1
BAT_00904,Mn21O40,Mn21O40,Li9Mn21O40,mp-766493,mp-530725,0.041572561299696,1
BAT_00905,Mn5O12,Li2Mn5O12,Li4Mn5O12,mp-758668,mp-691115,0.002108138079071,1
BAT_00909,MnO2,MnO2,LiMn2O4,mp-644514,mp-1016095,0.127241188282644,2
BAT_00910,Mn21O40,Mn21O40,Li9Mn21O40,mp-849596,mp-776365,0.049009075331603,1
BAT_00911,MnO2,MnO2,LiMnO2,mp-1271850,mp-2506805,0.009808180218552,1
BAT_00912,MnO3,Li13Mn8O24,Li2MnO3,mp-758698,mp-18988,0.007939111916712,1
BAT_00913,Mn15O32,Mn15O32,Li9Mn15O32,mp-867971,mp-769450,0.049655743719771,1
BAT_00914,Mn7O12,LiMn7O12,Li5Mn7O12,mp-753234,mp-754393,0.024938260217216,1
BAT_00916,MnO2,Li3Mn28O56,Li2Mn3O6,mp-1177832,mp-762412,0.058324292130721,3
BAT_00917,MnPO4,MnPO4,LiMnPO4,mp-25972,mp-25971,0.067393933044924,1
BAT_00918,Mn(PO3)5,Mn(PO3)5,Li2Mn(PO3)5,mp-849736,mp-705355,0.023100911003768,1
BAT_00919,Mn4(PO4)3,Mn4(PO4)3,LiMn4(PO4)3,mp-25932,mp-585189,0.016472899016948,1
BAT_00921,Mn9(P2O7)8,Mn9(P2O7)8,Li14Mn9(P2O7)8,mp-504117,mp-705402,0.021789115097113,2
BAT_00923,Mn(PO3)3,Mn(PO3)3,LiMn(PO3)3,mp-25237,mp-19492,0.04561735135959,1
BAT_00924,MnPO4,MnPO4,LiMnPO4,mp-26220,mp-26219,0.108165025892167,1
BAT_00925,MnPO4,MnPO4,LiMnPO4,mp-26980,mp-18997,0.065671567929561,1
BAT_00926,Mn(PO3)3,Mn(PO3)3,LiMn(PO3)3,mp-704236,mp-26019,0.054812021443186,1
BAT_00927,MnPO4,MnPO4,LiMnPO4,mp-26284,mp-31940,0.057215736139496,2
BAT_00928,Mn(PO3)4,Mn(PO3)4,LiMn(PO3)4,mp-26274,mp-31950,0.010081398919854,1
BAT_00929,Mn3P8O29,Li3Mn3P8O29,Li9Mn3P8O29,mp-1177655,mp-26035,0.018969462466735,2
BAT_00930,Mn4(PO4)3,Mn4(PO4)3,LiMn4(PO4)3,mp-25970,mp-25969,0.004387586397114,1
BAT_00931,MnP2O7,LiMnP2O7,Li2MnP2O7,mp-540193,mp-26257,0.018109006390311,1
BAT_00932,Mn3P3O13,Mn3P3O13,LiMn3P3O13,mp-1047928,mp-1013917,0.020742906179189,1
BAT_00933,Mn2(PO4)3,LiMn2(PO4)3,Li5Mn2(PO4)3,mp-26118,mp-849398,0.194957344620235,2
BAT_00934,MnP2O7,MnP2O7,LiMnP2O7,mp-26340,mp-26339,0.051294483460389,1
BAT_00935,MnPO4,MnPO4,LiMnPO4,mp-27066,mp-1172916,0.094731169356238,1
BAT_00936,Mn3(PO4)4,Mn3(PO4)4,Li6Mn3(PO4)4,mp-26060,mp-780723,0.224899319321994,2
BAT_00937,MnPO4,MnPO4,LiMnPO4,mp-540118,mp-26057,0.098925178224841,1
BAT_00938,MnP2O7,MnP2O7,Li2MnP2O7,mp-697742,mp-540421,0.112571277801983,2
BAT_00940,MnP2O7,MnP2O7,LiMnP2O7,mp-697788,mp-26397,0.071846284381102,1
BAT_00941,Mn4(PO4)3,Mn4(PO4)3,LiMn4(PO4)3,mp-26394,mp-26393,0.008445654001766,1
BAT_00942,Mn2(PO4)3,Mn2(PO4)3,Li5Mn2(PO4)3,mp-26062,mp-768651,0.201325565996927,5
BAT_00943,MnP2O7,MnP2O7,Li2MnP2O7,mp-540416,mp-540223,0.121519687835453,2
BAT_00944,MnPO4,MnPO4,LiMn2(PO4)2,mp-540146,mp-1176680,0.036602961974525,1
BAT_00945,MnP2O7,LiMnP2O7,Li2MnP2O7,mp-697744,mp-26413,0.008020185627112,1
BAT_00948,MnP2O7,MnP2O7,LiMnP2O7,mp-27032,mp-27031,0.108728839162103,1
BAT_00949,Mn2(PO4)3,LiMn2(PO4)3,Li3Mn2(PO4)3,mp-32023,mp-26453,0.056964856163744,1
BAT_00951,MnPO4,MnPO4,LiMnPO4,mp-694547,mp-26071,0.027676897105091,1
BAT_00952,MnP2O7,MnP2O7,Li2MnP2O7,mp-585266,mp-31953,0.038870831107834,2
BAT_00953,Mn(PO4)2,Li3Mn(PO4)2,Li4Mn(PO4)2,mp-881278,mp-26081,0.023543212088019,1
BAT_00954,Mn4(PO4)3,Mn4(PO4)3,LiMn4(PO4)3,mp-705354,mp-31931,0.025939804647934,1
BAT_00955,Mn(PO3)4,LiMn(PO3)4,Li2Mn(PO3)4,mp-689967,mp-540477,0.024296112657451,1
BAT_00956,Mn(PO4)2,LiMn(PO4)2,Li2Mn(PO4)2,mp-753867,mp-753291,0.002805136997757,1
BAT_00957,Mn(PO4)2,LiMn(PO4)2,Li3Mn(PO4)2,mp-867825,mp-31972,0.059943619233691,2
BAT_00958,MnP2O7,LiMnP2O7,Li2MnP2O7,mp-31960,mp-1101535,0.057256430655618,1
BAT_00959,MnPO4,LiMn2(PO4)2,LiMnPO4,mp-753423,mp-857355,0.003575539428858,1
BAT_00960,Mn3(P2O7)2,Mn3(P2O7)2,Li2Mn3(P2O7)2,mp-694554,mp-26083,0.041348009772475,1
BAT_00961,Mn2P2O9,Mn2P2O9,LiMn2P2O9,mp-1040954,mp-1097049,0.000548048714217,1
BAT_00962,MnP2O7,LiMn2(P2O7)2,Li7Mn4(P2O7)4,mp-849633,mp-1176940,0.045968971930546,3
BAT_00963,Mn(PO4)2,LiMn(PO4)2,Li3Mn(PO4)2,mp-754179,mp-753513,0.029425151172906,2
BAT_00964,MnPO4,MnPO4,LiMnPO4,mp-697761,mp-26607,0.069917162550801,2
BAT_00965,MnP2O7,MnP2O7,LiMnP2O7,mp-26632,mp-1101530,0.088832241820707,1
BAT_00966,Mn(PO3)4,Mn(PO3)4,LiMn(PO3)4,mp-32018,mp-540331,0.00303940476999,1
BAT_00967,Mn(PO3)4,LiMn(PO3)4,Li2Mn(PO3)4,mp-694557,mp-26095,0.04212165630412,1
BAT_00968,Mn(PO3)3,Mn(PO3)3,LiMn(PO3)3,mp-557190,mp-775915,0.115051738642869,1
BAT_00969,Mn3(P2O7)2,Mn3(P2O7)2,Li2Mn3(P2O7)2,mp-706469,mp-32027,0.025904084417243,1
BAT_00970,Mn2P3O11,Mn2P3O11,LiMn2P3O11,mp-25830,mp-25829,0.003105181214136,1
BAT_00971,Mn(PO3)4,Mn(PO3)4,LiMn(PO3)4,mp-32028,mp-26783,0.062606719380007,1
BAT_00972,MnP2O7,MnP2O7,Li2MnP2O7,mp-26734,mp-695780,0.117710345454079,1
BAT_00973,Mn(PO4)2,LiMn(PO4)2,Li3Mn(PO4)2,mp-753895,mp-863426,0.076211100464685,1
BAT_00974,MnP2O7,MnP2O7,LiMnP2O7,mp-26138,mp-31924,0.060401886548921,1
BAT_00975,MnPO4,LiMn2(PO4)2,LiMnPO4,mp-753476,mp-25831,0.021160381994088,1
BAT_00976,MnPO4,MnPO4,LiMnPO4,mp-705467,mp-585279,0.034677408347819,1
BAT_00977,Mn(PO3)4,LiMn(PO3)4,Li2Mn(PO3)4,mp-704184,mp-25887,0.027693545526825,1
BAT_00978,MnPO4,MnPO4,LiMnPO4,mp-26820,mp-861056,0.036658776006949,1
BAT_00979,Mn3(PO4)4,Mn3(PO4)4,Li3Mn3(PO4)4,mp-26144,mp-26143,0.105673144596013,1
BAT_00980,Mn5(P3O11)2,Mn5(P3O11)2,Li4Mn5(P3O11)2,mp-31954,mp-25857,0.02852144536883,1
BAT_00981,Mn(PO4)2,Li2Mn(PO4)2,Li3Mn(PO4)2,mp-758816,mp-1663233,0.048648504276882,1
BAT_00982,Mn3(PO4)4,Mn3(PO4)4,Li3Mn3(PO4)4,mp-697730,mp-1101551,0.021200261014386,1
BAT_00983,Mn(PO3)3,Mn(PO3)3,LiMn(PO3)3,mp-504351,mp-26937,0.049307479525249,1
BAT_00984,Mn2P3O10,Mn2P3O10,LiMn2P3O10,mp-697794,mp-26927,0.0419208124055,1
BAT_00985,MnPO4,LiMn2(PO4)2,LiMnPO4,mp-753420,mp-1663809,0.011551068996411,1
BAT_00986,Mn4(PO4)3,Mn4(PO4)3,LiMn4(PO4)3,mp-504398,mp-27085,0.037735929285795,1
BAT_00987,Mn2P5O16,Mn2P5O16,Li3Mn2P5O16,mp-27026,mp-26187,0.035444919106478,2
BAT_00988,Mn9(PO4)8,Mn9(PO4)8,Li6Mn9(PO4)8,mp-704227,mp-25923,0.016970911064002,1
BAT_00989,Mn3(PO4)4,LiMn3(PO4)4,Li5Mn3(PO4)4,mp-758525,mp-755112,0.08226379282368,3
BAT_00990,MnPO4,MnPO4,LiMnPO4,mp-689981,mp-26941,0.026339893909823,1
BAT_00991,MnP2O7,MnP2O7,Li2MnP2O7,mp-26982,mp-770967,0.203812027019146,2
BAT_00992,Mn(PO3)4,Mn(PO3)4,Li2Mn(PO3)4,mp-759549,mp-31979,0.192051955340565,2
BAT_00993,Mn(PO3)4,Mn(PO3)4,Li2Mn(PO3)4,mp-26984,mp-780694,0.068716055460513,2
BAT_00994,Mn2P3O10,Mn2P3O10,LiMn2P3O10,mp-26978,mp-26977,0.017699153640052,1
BAT_00995,Mn2(PO4)3,Li3Mn2(PO4)3,Li5Mn2(PO4)3,mp-860928,mp-1177120,0.038316446366887,1
BAT_00996,MnPO5,LiMn2(PO5)2,LiMnPO5,mp-766128,mp-1180529,0.004456464782363,1
BAT_00997,MnPO4,MnPO4,LiMnPO4,mp-756329,mp-860939,0.21528727809807,1
BAT_00998,MnP2O7,MnP2O7,Li2MnP2O7,mp-770531,mp-776396,0.200025090656381,2
BAT_00999,Mn(PO3)3,Mn(PO3)3,LiMn(PO3)3,mp-763790,mp-1663238,0.04375812859028,1
BAT_01000,MnP2O7,MnP2O7,Li2MnP2O7,mp-771388,mp-775905,0.165570662586504,2
BAT_01001,Mn(PO3)3,Mn(PO3)3,LiMn(PO3)3,mp-771905,mp-1176762,0.105533413138723,1
BAT_01002,MnP2O7,MnP2O7,Li2MnP2O7,mp-771660,mp-775903,0.194429949568943,2
BAT_01003,MnP2O9,Li3MnP2O9,Li4MnP2O9,mp-867845,mp-757635,0.028189362718268,1
BAT_01004,MnP2O7,MnP2O7,Li2MnP2O7,mp-757059,mp-1177902,0.060260305226491,2
BAT_01005,Mn2(PO4)3,Li3Mn4(PO4)6,Li3Mn2(PO4)3,mp-766211,mp-863434,0.104582414439511,2
BAT_01007,MnPO4,MnPO4,LiMnPO4,mp-777460,mp-776296,0.106409370142946,1
BAT_01008,MnP2O7,MnP2O7,Li2MnP2O7,mp-755561,mp-1177905,0.221623497696321,1
BAT_01009,MnPO4,MnPO4,LiMnPO4,mp-849889,mp-859101,0.085186918442008,2
BAT_01010,MnPO4,LiMn2(PO4)2,LiMnPO4,mp-766455,mp-857356,0.011741268102966,1
BAT_01011,MnPO5,LiMn2(PO5)2,LiMnPO5,mp-766439,mp-757358,0.001173806079038,1
BAT_01013,MnPO4,MnPO4,Li2Mn3(PO4)3,mp-768444,mp-778864,0.036515700375798,2
BAT_01015,MnP2O7,MnP2O7,Li2MnP2O7,mp-770558,mp-776393,0.152894159567176,2
BAT_01016,MnPO4,MnPO4,Li2Mn3(PO4)3,mp-772269,mp-772041,0.066269520951882,1
BAT_01020,Mn7(PO4)6,Mn7(PO4)6,Li4Mn7(PO4)6,mp-770696,mp-849324,0.105651491569764,1
BAT_01021,Mn2PO5,Mn2PO5,LiMn2PO5,mp-770538,mp-776397,0.085699258671302,1
BAT_01022,Mn3Sb(PO4)6,Mn3Sb(PO4)6,Li6Mn3Sb(PO4)6,mp-775275,mp-1177012,0.080260960221079,1
BAT_01023,Mn3Sb(PO4)4,Mn3Sb(PO4)4,Li4Mn3Sb(PO4)4,mp-756463,mp-753896,0.060112490597981,1
BAT_01024,Mn7Sb(PO4)12,Mn7Sb(PO4)12,Li8Mn7Sb(PO4)12,mp-776832,mp-1176842,0.08201719821797,1
BAT_01025,Mn5Sb(PO4)6,Mn5Sb(PO4)6,Li4Mn5Sb(PO4)6,mp-772211,mp-1177350,0.072621918985809,1
BAT_01026,Mn3Sn(PO4)4,Mn3Sn(PO4)4,Li4Mn3Sn(PO4)4,mp-756099,mp-757170,0.083760112087571,1
BAT_01027,MnSn(PO4)2,MnSn(PO4)2,Li2MnSn(PO4)2,mp-775753,mp-860889,0.111878617063122,1
BAT_01028,Mn7Sn(PO4)12,Mn7Sn(PO4)12,Li8Mn7Sn(PO4)12,mp-778765,mp-1176895,0.060129808190973,1
BAT_01029,Mn3Sn(PO4)6,Mn3Sn(PO4)6,Li6Mn3Sn(PO4)6,mp-778517,mp-776373,0.060295421477187,1
BAT_01030,Mn5Sn(PO4)6,Mn5Sn(PO4)6,Li4Mn5Sn(PO4)6,mp-774344,mp-850367,0.069640747108817,1
BAT_01032,TiMn7(PO4)12,TiMn7(PO4)12,Li8TiMn7(PO4)12,mp-778073,mp-776113,0.062581690972753,1
BAT_01033,MnV3(PO4)4,MnV3(PO4)4,Li4MnV3(PO4)4,mp-775134,mp-757477,0.05354947424988,1
BAT_01034,TiMn3(PO4)6,TiMn3(PO4)6,Li8TiMn3(PO4)6,mp-774461,mp-780178,0.122211731010814,2
BAT_01036,TiMn3(PO4)4,TiMn3(PO4)4,Li4TiMn3(PO4)4,mp-771949,mp-756813,0.044444792867708,1
BAT_01037,MnV(P2O7)2,MnV(P2O7)2,Li3MnV(P2O7)2,mp-774043,mp-850951,0.071997385774961,3
BAT_01038,MnV(PO4)3,Li3MnV(PO4)3,Li4MnV(PO4)3,mp-774297,mp-768106,0.036978260075598,1
BAT_01039,MnV3(PO4)6,MnV3(PO4)6,Li6MnV3(PO4)6,mp-774413,mp-777761,0.053053912574449,1
BAT_01040,MnV(PO4)3,LiMnV(PO4)3,Li4MnV(PO4)3,mp-768544,mp-768584,0.077025608441087,3
BAT_01041,Mn7V(PO4)12,Mn7V(PO4)12,Li12Mn7V(PO4)12,mp-772136,mp-1178090,0.098964818845361,2
BAT_01042,Mn3V(PO4)4,Mn3V(PO4)4,Li4Mn3V(PO4)4,mp-756523,mp-757332,0.063853732981212,1
BAT_01043,MnV(PO4)2,MnV(PO4)2,Li2MnV(PO4)2,mp-1176429,mp-757718,0.052420639569206,1
BAT_01044,Mn5V(PO4)6,Mn5V(PO4)6,Li4Mn5V(PO4)6,mp-772144,mp-775798,0.066603824141733,1
BAT_01045,MnV(PO4)3,Li3MnV(PO4)3,Li4MnV(PO4)3,mp-777816,mp-768721,0.034656158995896,1
BAT_01046,Mn5P6WO24,Mn5P6WO24,Li4Mn5P6WO24,mp-771764,mp-771110,0.048052964202944,1
BAT_01047,MnV2(PO4)3,MnV2(PO4)3,Li2MnV2(PO4)3,mp-775212,mp-757262,0.052310393678821,1
BAT_01048,Mn3V(PO4)6,Mn3V(PO4)6,Li6Mn3V(PO4)6,mp-774638,mp-752805,0.049077514041062,1
BAT_01049,MnV(PO4)3,Li2MnV(PO4)3,Li4MnV(PO4)3,mp-768547,mp-768583,0.066719778124931,2
BAT_01050,Mn3P6WO24,Mn3P6WO24,Li6Mn3P6WO24,mp-1176455,mp-769612,0.091228041672888,1
BAT_01051,MnSO5,MnSO5,LiMn2(SO5)2,mp-2224849,mp-1235338,0.038318648248429,1
BAT_01052,Mn(SO4)2,LiMn(SO4)2,Li2Mn(SO4)2,mp-780520,mp-758969,0.084590563045043,1
BAT_01053,Mn2(SO4)3,Mn2(SO4)3,LiMn2(SO4)3,mp-778822,mp-768608,0.038530152483263,1
BAT_01054,Mn(SO4)2,Mn(SO4)2,LiMn(SO4)2,mp-771239,mp-773112,0.069086330533403,1
BAT_01055,Mn2(SO4)3,Mn2(SO4)3,Li2Mn2(SO4)3,mp-768543,mp-768742,0.091108093896627,1
BAT_01056,Mn2(SO4)3,Mn2(SO4)3,LiMn2(SO4)3,mp-768472,mp-768898,0.076492418283266,1
BAT_01057,Mn3SbO8,Mn3SbO8,Li4Mn3SbO8,mp-754156,mp-1309272,0.067797599118042,3
BAT_01058,Mn(SO4)2,Mn(SO4)2,LiMn(SO4)2,mp-773014,mp-774465,0.054029557015248,1
BAT_01059,Mn3SbO8,Mn3SbO8,Li2Mn3SbO8,mp-774654,mp-763186,0.096963423894957,1
BAT_01060,Mn5SbO12,Li4Mn5SbO12,Li6Mn5SbO12,mp-1177353,mp-1639020,0.003520205517296,1
BAT_01061,Mn(SbO3)4,Mn(SbO3)4,Li3Mn(SbO3)4,mp-757065,mp-757166,0.084348586790213,1
BAT_01062,Mn5Sb3O16,Mn5Sb3O16,Li4Mn5Sb3O16,mp-771391,mp-756961,0.115463451029063,1
BAT_01063,Mn3SbO8,Mn3SbO8,Li2Mn3SbO8,mp-774390,mp-776741,0.048805154589053,1
BAT_01064,Mn5(SeO3)8,Mn5(SeO3)8,Li5Mn5(SeO3)8,mp-776755,mp-774707,0.041452447048593,1
BAT_01065,Ti3Mn3(SbO8)2,Ti3Mn3(SbO8)2,Li4Ti3Mn3(SbO8)2,mp-763292,mp-758701,0.087682487706037,1
BAT_01066,MnSi2O7,Li3MnSi2O7,Li4MnSi2O7,mp-753370,mp-752722,0.006385459081565,1
BAT_01067,Mn3(SeO3)4,Mn3(SeO3)4,Li2Mn3(SeO3)4,mp-773071,mp-773051,0.026766008198522,1
BAT_01068,Mn(SiO3)2,Mn(SiO3)2,Li2Mn(SiO3)2,mp-1142713,mp-757169,0.236520522292266,2
BAT_01069,Mn2Si2O7,Mn2Si2O7,Li2Mn2Si2O7,mp-756726,mp-859108,0.052737374113593,1
BAT_01070,MnSiO4,Li3Mn2(SiO4)2,Li2MnSiO4,mp-754026,mp-831245,0.002257909143577,1
BAT_01071,MnSiO4,Li3Mn2(SiO4)2,Li2MnSiO4,mp-769543,mp-783909,0.004919555016954,1
BAT_01072,MnSiO4,Li3Mn2(SiO4)2,Li2MnSiO4,mp-753965,mp-559240,0.004415864907834,1
BAT_01073,Mn(Si2O5)2,Mn(Si2O5)2,LiMn(Si2O5)2,mp-1043728,mp-849757,0.086047123297462,1
